Millis,m_currentPosition,m_pressedButtonDebug,m_bytesToSent,CurrentPosition,CurrentDirection,TargetPosition,MSStopped,startButton,stopButton,parkingButton,m_P,m_I,m_D,m_goalType,m_goal,m_lastError,m_errorSum,m_lastFilteredYaw,yaw,filteredYaw,pitch,roll,freq,magMin[0],magMin[1],magMin[2],magMax[0],magMax[1],magMax[2],m_speed,m_speed.tripMileage,m_speed.totalMileage,m_speed.waterTemp,m_lampIntensity,m_wind.apparentAngle,m_wind.apparentSpeed,m_wind.displayInKnots,m_wind.displayInMpS,m_depth.anchorAlarm,m_depth.deepAlarm,m_depth.defective,m_depth.depthBelowTransductor,m_depth.metricUnits,m_depth.shallowAlarm,m_depth.unknown,Position
479050,222,0,0,222,2,222,0,1,0,1,5,0.5,100,2,300,35.4,444,243.35,264.7,243.42,1.65,2.04,48.87,-69,-20,-220,115,140,3,0.1,31.6,31.6,19,-1,336,1.1,1,0,0,0,0,38.71,1,0,1,
480050,222,0,0,222,1,277,20848,1,0,1,5,0.5,100,2,300,35.03,444,244.64,265.08,244.72,-0.11,-0.98,48.9,-69,-20,-220,115,140,3,0.1,31.6,31.6,19,-1,341,1.1,1,0,0,0,0,9.2,1,0,1,
481050,222,0,0,222,2,222,0,1,0,1,5,0.5,100,2,300,32.44,444,246,267.63,246.06,1.93,1.84,51.41,-69,-20,-220,115,140,3,0.1,31.6,31.6,19,-1,338,1.1,1,0,0,0,0,9.2,1,0,1,
482070,222,0,0,222,2,222,0,1,0,1,5,0.5,100,2,300,32.89,444,247.28,267.15,247.39,0.66,0.36,23.37,-69,-20,-220,115,140,3,0.1,31.6,31.6,19,-1,333,1.1,1,0,0,0,0,38.25,1,0,1,
483050,222,0,0,222,2,222,0,1,0,1,5,0.5,100,2,300,29.65,444,248.58,270.65,248.66,1.45,-0.03,50.66,-69,-20,-220,115,140,3,0.1,31.6,31.6,19,-1,335,1.1,1,0,0,0,0,38.25,1,0,1,
484057,222,0,0,222,2,222,0,1,0,1,5,0.5,100,2,300,29.95,444,249.94,269.85,250.02,0.9,2.32,136.69,-69,-20,-220,115,140,3,0.1,31.6,31.6,19,-1,331,1.1,1,0,0,0,0,38.25,1,0,1,
485050,222,0,0,222,2,222,0,1,0,1,5,0.5,100,2,300,28.91,444,251.2,271.22,251.25,-0.05,-1.12,52.07,-69,-20,-220,115,140,3,0.1,31.6,31.6,19,-1,330,1.1,1,0,0,0,0,38.25,1,0,1,
486050,222,0,0,222,2,222,0,1,0,1,5,0.5,100,2,300,26.17,444,252.56,273.82,252.59,0.81,1.47,100.4,-69,-20,-220,115,140,3,0,31.6,31.6,19,-1,331,1.1,1,0,0,0,0,38.25,1,0,1,
487050,222,0,0,222,2,222,0,1,0,1,5,0.5,100,2,300,26.07,444,253.8,274.09,253.88,1.28,0.91,51.46,-69,-20,-220,115,140,3,0,31.6,31.6,19,-1,325,1.1,1,0,0,0,0,7.71,1,0,1,
488050,222,0,0,222,2,222,0,1,0,1,5,0.5,100,2,300,24.84,444,255.09,275.32,255.13,-0.74,-1.05,51.78,-69,-20,-220,115,140,3,0,31.6,31.6,19,-1,329,1.3,1,0,0,0,0,38.19,1,0,1,
489050,222,0,0,222,2,222,0,1,0,1,5,0.5,100,2,300,23.79,444,256.33,276.21,256.41,-0.17,0.46,49.38,-69,-20,-220,115,140,3,0,31.6,31.6,19,-1,326,1.3,1,0,0,0,0,38.19,1,0,1,
490050,222,0,0,222,2,222,0,1,0,1,5,0.5,100,2,300,23.15,444,257.57,276.79,257.63,-0.26,-0.6,50.81,-69,-20,-220,115,140,3,0,31.6,31.6,19,-1,324,1.3,1,0,0,0,0,38.16,1,0,1,
491051,222,0,0,222,2,222,0,1,0,1,5,0.5,100,2,300,20.98,444,258.78,279.2,258.85,0.32,0.51,49.36,-69,-20,-220,115,140,3,0,31.6,31.6,19,-1,323,1.3,1,0,0,0,0,38.16,1,0,1,
492050,222,0,0,222,2,222,0,1,0,1,5,0.5,100,2,300,19.88,444,260.06,280.09,260.13,-0.38,-0.48,51.42,-69,-20,-220,115,140,3,0,31.6,31.6,19,-1,320,1.3,1,0,0,0,0,38.16,1,0,1,
493070,222,0,0,222,1,222,33348,1,0,1,5,0.5,100,2,300,18.48,444,261.33,281.58,261.43,-0.54,-0.12,23.24,-69,-20,-220,115,140,3,0,31.6,31.6,19,-1,322,1.3,1,0,0,0,0,18.2,1,0,1,
494050,222,0,0,222,1,215,33348,1,0,1,5,0.5,100,2,300,16.67,444,262.62,283.32,262.69,0.19,0,50.73,-69,-20,-220,115,140,3,0,31.6,31.6,19,-1,317,1.3,1,0,0,0,0,38.16,1,0,1,
495056,216,0,0,216,0,209,0,1,0,1,5,0.5,100,2,300,15.94,432,263.9,284.21,263.98,-1.04,-0.32,135.94,-69,-20,-220,115,140,3,0,31.6,31.6,19,-1,316,1.3,1,0,0,0,0,38.16,1,0,1,
496050,205,0,0,205,0,200,0,1,0,1,5,0.5,100,2,300,14.39,410,265.18,285.79,265.26,0.6,0.4,48.84,-69,-20,-220,115,140,3,0,31.6,31.6,19,-1,311,1.3,1,0,0,0,0,38.16,1,0,1,
497050,195,0,0,195,1,195,38248,1,0,1,5,0.5,100,2,300,13.28,390,266.47,286.84,266.55,-0.82,-0.68,103.26,-69,-20,-220,115,140,3,0,31.6,31.6,19,-1,311,0.5,1,0,0,0,0,38.16,1,0,1,
498050,185,0,0,185,0,180,0,1,0,1,5,0.5,100,2,300,11.17,372,267.76,288.95,267.84,0.04,0.07,49.4,-69,-20,-220,115,140,3,0.1,1.7,31.6,19,-1,308,0.5,1,0,0,0,0,38.16,1,0,1,
499050,174,0,0,174,0,167,0,1,0,1,5,0.5,100,2,300,10.64,348,269.09,289.52,269.13,0.72,0.13,51.55,-69,-20,-220,115,140,3,0.1,1.7,31.6,19,-1,305,0.5,1,0,0,0,0,38.16,1,0,1,
500050,161,0,0,161,0,155,0,1,1,1,5,0.5,100,2,300,8.93,357.17,270.39,291.09,270.44,-1.36,0.06,48.78,-69,-20,-220,115,140,3,0.1,1.7,31.6,19,-1,303,0.5,1,0,0,0,0,38.16,1,0,1,
501050,150,0,0,150,0,143,0,1,1,1,5,0.5,100,2,300,7.12,364.66,271.7,292.97,271.77,0.78,-0.88,50.8,-69,-20,-220,115,140,3,0.1,1.7,31.6,19,-1,302,0.5,1,0,0,0,0,38.16,1,0,1,
502050,138,0,0,138,1,134,43118,1,1,1,5,0.5,100,2,300,6.65,371.65,273.01,293.38,273.06,-0.88,0.99,49.34,-69,-20,-220,115,140,3,0.1,1.7,31.6,19,-1,299,0.5,1,0,0,0,0,38.37,1,0,1,
503050,130,0,0,130,1,126,44148,1,1,1,5,0.5,100,2,300,5.39,377.24,274.29,294.62,274.34,0.22,-1.58,51.33,-69,-20,-220,115,140,3,0.4,1.7,31.6,19,-1,296,1.3,1,0,0,0,0,38.37,1,0,1,
504070,122,0,0,122,1,122,45155,1,1,1,5,0.5,100,2,300,3.85,381.43,275.55,296.13,275.66,-0.21,1.23,24.12,-69,-20,-220,115,140,3,0.4,1.7,31.6,19,-1,296,1.3,1,0,0,0,0,38.37,1,0,1,
505050,115,0,0,115,1,115,46148,1,1,1,5,0.5,100,2,300,3.62,385.31,276.8,296.42,276.88,-0.41,-0.89,48.83,-69,-20,-220,115,140,3,0.6,1.7,31.6,19,-1,291,1.3,1,0,0,0,0,38.37,1,0,1,
506050,111,0,0,111,1,111,46998,1,1,1,5,0.5,100,2,300,3.85,388.82,278.04,296.28,278.08,-0.49,-0.2,23.31,-69,-20,-220,115,140,3,0.6,1.7,31.6,19,-1,291,1.3,1,0,0,0,0,38.37,1,0,1,
507051,111,0,0,111,1,111,46998,1,1,1,5,0.5,100,2,300,2.27,391.58,279.16,297.84,279.23,0.32,0.65,48.87,-69,-20,-220,115,140,3,0.6,1.7,31.6,19,-1,289,1.3,1,0,0,0,0,38.37,1,0,1,
508050,106,0,0,106,1,106,49056,1,1,1,5,0.5,100,2,300,1.25,393.03,280.38,298.74,280.4,-0.18,-0.28,102.67,-69,-20,-220,115,140,3,0.6,1.7,31.6,19,-1,289,1.3,1,0,0,0,0,38.37,1,0,1,
509050,106,0,0,106,0,100,0,1,1,1,5,0.5,100,2,300,0.36,393.84,281.49,299.7,281.53,0.32,0.08,49.42,-69,-20,-220,115,140,3,0.7,1.7,31.6,19,-1,286,1.3,1,0,0,0,0,38.37,1,0,1,
510050,101,0,0,101,1,97,50548,1,1,1,5,0.5,100,2,300,-0.67,393.57,282.62,300.78,282.66,-0.11,0.3,52.08,-69,-20,-220,115,140,3,0.7,1.7,31.6,19,-1,287,1.3,1,0,0,0,0,9.17,1,0,1,
511050,95,0,0,95,1,95,52098,1,1,1,5,0.5,100,2,300,-0.39,392.93,283.72,300.29,283.77,-0.33,0.02,48.26,-69,-20,-220,115,140,3,0.8,1.7,31.6,19,-1,284,1.3,1,0,0,0,0,9.17,1,0,1,
512050,95,0,0,95,1,92,52098,1,1,1,5,0.5,100,2,300,-1.69,391.6,284.76,301.8,284.82,0.21,0.32,48.84,-69,-20,-220,115,140,3,0.8,1.7,31.6,19,-1,283,1.3,1,0,0,0,0,9.17,1,0,1,
513050,95,0,0,95,0,89,0,1,1,1,5,0.5,100,2,300,-2.57,388.95,285.83,302.58,285.9,-0.21,-0.19,52.01,-69,-20,-220,115,140,3,0.9,1.7,31.6,19,-1,282,1.3,1,0,0,0,0,9.17,1,0,1,
514050,90,0,0,90,1,90,54556,1,1,1,5,0.5,100,2,300,-2.33,386.45,286.84,302.36,286.9,-0.51,0.27,48.9,-69,-20,-220,115,140,3,0.9,1.7,31.6,19,-1,281,1.3,1,0,0,0,0,38.8,1,0,1,
515069,90,0,0,90,1,90,54556,1,1,1,5,0.5,100,2,300,-2.85,383.66,287.81,302.96,287.88,0.73,0.11,23.97,-69,-20,-220,115,140,3,0.9,1.7,31.6,19,-1,278,1.3,1,0,0,0,0,38.8,1,0,1,
516050,86,0,0,86,1,86,56998,1,1,1,5,0.5,100,2,300,-4.18,379.72,288.76,304.26,288.82,0.38,0.44,49.45,-69,-20,-220,115,140,3,0.9,1.7,31.6,19,-1,277,1.3,1,0,0,0,0,38.8,1,0,1,
517057,86,0,0,86,0,81,0,1,1,1,5,0.5,100,2,300,-5.17,374.89,289.74,305.11,289.79,-0.81,0.12,136.31,-69,-20,-220,115,140,3,0.9,1.7,31.6,19,-1,275,1.3,1,0,0,0,0,38.8,1,0,1,
518050,82,0,0,82,1,79,58548,1,1,1,5,0.5,100,2,300,-4.6,369.99,290.68,304.52,290.71,0.71,-0.02,49.34,-69,-20,-220,115,140,3,1,1.7,31.6,19,-1,274,1.3,1,0,0,0,0,38.8,1,0,1,
519050,82,0,0,82,1,82,58548,1,1,1,5,0.5,100,2,300,-5.29,365.14,291.51,305.34,291.56,-0.69,0.85,106.02,-69,-20,-220,115,140,3,1,1.7,31.6,19,-1,274,1.3,1,0,0,0,0,38.8,1,0,1,
520050,77,0,0,77,1,77,60998,1,1,1,5,0.5,100,2,300,-5.41,359.73,292.37,305.44,292.4,0.85,-0.84,51.41,-69,-20,-220,115,140,3,1,1.7,31.6,19,-1,271,1.3,1,0,0,0,0,38.8,1,0,1,
521050,77,0,0,77,1,77,60998,1,1,1,5,0.5,100,2,300,-6.01,353.76,293.19,306.1,293.22,-0.15,0.99,49.02,-69,-20,-220,115,140,3,1,1.7,31.6,19,-1,275,1.2,1,0,0,0,0,38.95,1,0,1,
522050,77,0,0,77,1,73,60998,1,1,1,5,0.5,100,2,300,-6.8,347.37,293.97,306.9,294.02,0.45,0.05,50.65,-69,-20,-220,115,140,3,1.1,1.7,31.6,19,-1,268,1.2,1,0,0,0,0,38.95,1,0,1,
523051,72,0,0,72,1,72,64048,1,1,1,5,0.5,100,2,300,-8.41,339.47,294.8,308.44,294.85,0.29,0.24,48.17,-69,-20,-220,115,140,3,1.1,1.7,31.6,19,-1,271,1.2,1,0,0,0,0,38.95,1,0,1,
524050,66,0,0,66,1,66,65148,1,1,1,5,0.5,100,2,300,-8.92,330.74,295.64,308.91,295.69,-0.1,0.52,52.02,-69,-20,-220,115,140,3,1.1,1.7,31.6,19,-1,269,1.1,1,0,0,0,0,39.14,1,0,1,
525050,61,0,0,61,1,61,512,1,1,1,5,0.5,100,2,300,-9.52,321.53,296.45,309.49,296.5,0.59,0.24,48.77,-69,-20,-220,115,140,3,1.1,1.7,31.6,19,-1,267,1.1,1,0,0,0,0,18.26,1,0,1,
526069,57,0,0,57,1,57,1512,1,1,1,5,0.5,100,2,300,-9.56,311.9,297.25,309.58,297.31,-0.71,-0.01,24.11,-69,-20,-220,115,140,3,1.1,1.7,31.6,19,-1,266,1.1,1,0,0,0,0,18.26,1,0,1,
527050,51,0,0,51,1,51,2619,1,1,1,5,0.5,100,2,300,-10.09,301.94,298.02,310.08,298.06,0.51,-0.06,48.2,-69,-20,-220,115,140,3,1.1,1.7,31.6,19,-1,266,1,1,0,0,0,0,19.72,1,0,1,
528070,47,0,0,47,1,47,3512,1,1,1,5,0.5,100,2,300,-9.76,292.14,298.74,309.76,298.8,-0.45,0.94,23.4,-69,-20,-220,115,140,3,1.1,1.7,31.6,19,-1,265,1,1,0,0,0,0,39.26,1,0,1,
529050,43,0,0,43,1,43,4512,1,1,1,5,0.5,100,2,300,-10.89,281.54,299.45,310.88,299.49,0.61,-0.73,51.38,-69,-20,-220,115,140,3,1.1,1.7,31.6,19,-1,262,1,1,0,0,0,0,39.26,1,0,1,
530050,38,0,0,38,1,38,5619,1,1,1,5,0.5,100,2,300,-11.03,270.49,300.15,311.01,300.19,-0.4,1.31,24.17,-69,-20,-220,115,140,3,1.2,1.7,31.6,19,-1,268,1,1,0,0,0,0,39.41,1,0,1,
531050,33,0,0,33,1,33,6519,1,1,1,5,0.5,100,2,300,-11.32,259.34,300.82,311.4,300.85,0.45,-0.86,51.38,-69,-20,-220,115,140,3,1.2,1.7,31.6,19,-1,266,1,1,0,0,0,0,39.41,1,0,1,
532050,29,0,0,29,1,29,7619,1,1,1,5,0.5,100,2,300,-11.39,247.72,301.49,311.38,301.5,0.17,0.8,102.67,-69,-20,-220,115,140,3,1.2,1.7,31.6,19,-1,264,1,1,0,0,0,0,22.74,1,0,1,
533050,25,0,0,25,1,25,8512,1,1,1,5,0.5,100,2,300,-11.89,236.44,302.07,312.01,302.1,0.09,0.72,51.38,-69,-20,-220,115,140,3,1.2,1.7,31.6,19,-1,264,0.9,1,0,0,0,0,22.74,1,0,1,
534050,20,0,0,20,1,20,9612,1,1,1,5,0.5,100,2,300,-11.9,224.29,302.69,311.93,302.71,-0.06,-0.49,48.79,-69,-20,-220,115,140,3,1.2,1.7,31.6,19,-1,261,0.9,1,0,0,0,0,15.24,1,0,1,
535050,15,0,0,15,1,15,10562,1,1,1,5,0.5,100,2,300,-12.84,211.86,303.26,312.89,303.3,0.2,0.55,51.43,-69,-20,-220,115,140,3,1.2,1.7,31.6,19,-1,261,0.9,1,0,0,0,0,15.24,1,0,1,
536050,9,0,0,9,1,9,11612,1,1,1,5,0.5,100,2,300,-13.24,198.54,303.87,313.29,303.9,0.38,0.73,52.14,-69,-20,-220,115,140,3,1.2,1.7,31.6,19,-1,258,0.8,1,0,0,0,0,39.62,1,0,1,
537050,3,0,0,3,1,3,12581,1,1,1,5,0.5,100,2,300,-13.17,185.27,304.44,313.12,304.47,0.56,-0.58,49.32,-69,-20,-220,115,140,3,1.2,1.7,31.6,19,-1,259,0.8,1,0,0,0,0,39.62,1,0,1,
538050,-2,0,0,-2,1,-2,13562,1,1,1,5,0.5,100,2,300,-13.93,171.43,304.99,314.01,305.03,-0.88,1.07,52.13,-69,-20,-220,115,140,3,1.2,1.7,31.6,19,-1,253,0.8,1,0,0,0,0,39.62,1,0,1,
539070,-8,0,0,-8,0,-13,0,1,1,1,5,0.5,100,2,300,-14.33,156.9,305.57,314.23,305.6,1.15,-0.68,23.38,-69,-20,-220,115,140,3,1.2,1.7,31.6,19,-1,257,0.8,1,0,0,0,0,39.62,1,0,1,
540050,-12,0,0,-12,1,-18,14962,1,1,1,5,0.5,100,2,300,-13.68,143.37,306.06,313.67,306.09,-0.67,1.46,51.35,-69,-20,-220,115,140,3,1.2,1.7,31.6,19,-1,254,0.7,1,0,0,0,0,39.62,1,0,1,
541057,-18,0,0,-18,1,-18,16112,1,1,1,5,0.5,100,2,300,-13.11,130.06,306.51,313.26,306.54,0.46,-0.89,133.48,-69,-20,-220,115,140,3,1.2,1.7,31.6,19,-1,259,0.7,1,0,0,0,0,39.62,1,0,1,
542050,-24,0,0,-24,1,-28,17562,1,1,1,5,0.5,100,2,300,-14.36,115.91,306.96,314.4,306.99,-0.33,0.94,50.74,-69,-20,-220,115,140,3,1.3,1.7,31.6,19,-1,255,0.7,1,0,0,0,0,39.62,1,0,1,
543050,-31,0,0,-31,1,-31,18619,1,1,1,5,0.5,100,2,300,-14.48,101.42,307.42,314.48,307.45,0.61,-0.16,105.44,-69,-20,-220,115,140,3,1.3,1.7,31.6,19,-1,256,0.7,1,0,0,0,0,39.62,1,0,1,
544050,-36,0,0,-36,1,-36,19519,1,1,1,5,0.5,100,2,300,-14.05,87.21,307.84,313.98,307.87,0.18,1.04,48.89,-69,-20,-220,115,140,3,1.3,1.7,31.6,19,-1,253,0.7,1,0,0,0,0,39.62,1,0,1,
545050,-42,0,0,-42,1,-44,20612,1,1,1,5,0.5,100,2,300,-13.77,73.31,308.21,313.83,308.23,-0.04,-0.59,51.76,-69,-20,-220,115,140,3,1.3,1.7,31.6,19,-1,253,0.7,1,0,0,0,0,40.57,1,0,1,
546050,-42,0,0,-42,0,-49,0,1,1,1,5,0.5,100,2,300,-14.02,59.42,308.55,314.11,308.57,0.2,0.71,48.88,-69,-20,-220,115,140,3,1.3,1.7,31.6,19,-1,254,0.6,1,0,0,0,0,21.28,1,0,1,
547050,-49,0,0,-49,0,-54,0,1,1,1,5,0.5,100,2,300,-14.13,45.36,308.89,314.02,308.91,0.27,0.83,51.46,-69,-20,-220,115,140,3,1.3,1.7,31.6,19,-1,252,0.6,1,0,0,0,0,21.28,1,0,1,
548050,-54,0,0,-54,1,-58,23012,1,1,1,5,0.5,100,2,300,-13.59,31.71,309.18,313.61,309.19,-0.2,-0.77,49.48,-69,-20,-220,115,140,3,1.3,1.7,31.6,19,-1,256,0.6,1,0,0,0,0,21.28,1,0,1,
549050,-60,0,0,-60,1,-60,24562,1,1,1,5,0.5,100,2,300,-13.41,18.37,309.44,313.31,309.46,0.52,0.97,51.35,-69,-20,-220,115,140,3,1.3,1.7,31.6,19,-1,255,0.6,1,0,0,0,0,21.28,1,0,1,
550070,-60,0,0,-60,0,-66,0,1,1,1,5,0.5,100,2,300,-13.34,5.1,309.67,313.38,309.69,-0.53,-0.17,23.53,-69,-20,-220,115,140,3,1.3,1.7,31.6,19,-1,254,0.6,1,0,0,0,0,21.28,1,0,1,
551050,-65,0,0,-65,0,-70,0,1,1,1,5,0.5,100,2,300,-13.27,-8.19,309.9,313.26,309.91,0.61,0.25,50.63,-69,-20,-220,115,140,3,1.3,1.7,31.6,19,-1,254,0.6,1,0,0,0,0,21.28,1,0,1,
552070,-70,0,0,-70,1,-70,27062,1,1,1,5,0.5,100,2,300,-13.73,-21.74,310.11,313.65,310.12,0.1,0.64,23.95,-69,-20,-220,115,140,3,1.3,1.7,31.6,19,-1,254,0.7,1,0,0,0,0,21.28,1,0,1,
553050,-76,0,0,-76,1,-76,28612,1,1,1,5,0.5,100,2,300,-12.39,-34.21,310.27,312.43,310.28,-0.43,-0.09,48.74,-69,-20,-220,115,140,3,1.3,1.7,31.6,19,-1,252,0.7,1,0,0,0,0,21.28,1,0,1,
554057,-76,0,0,-76,1,-76,28612,1,1,1,5,0.5,100,2,300,-11.48,-45.83,310.38,311.59,310.38,0.51,0.15,136.69,-69,-20,-220,115,140,3,1.3,1.7,31.6,19,-1,258,0.7,1,0,0,0,0,21.28,1,0,1,
555051,-80,0,0,-80,1,-80,30462,1,1,1,5,0.5,100,2,300,-11.95,-57.89,310.47,311.93,310.48,-0.48,0.66,48.81,-69,-20,-220,115,140,3,1.3,1.7,31.6,19,-1,253,0.7,1,0,0,0,0,40.75,1,0,1,
556050,-80,0,0,-80,0,-85,0,1,1,1,5,0.5,100,2,300,-11.7,-69.67,310.54,311.69,310.54,0.84,0.1,102.84,-69,-20,-220,115,140,3,1.3,1.7,31.6,19,-1,258,0.7,1,0,0,0,0,40.75,1,0,1,
557050,-84,0,0,-84,1,-84,31969,1,1,1,5,0.5,100,2,300,-11.42,-80.69,310.6,311.33,310.6,-0.59,0.18,48.78,-69,-20,-220,115,140,3,1.3,1.7,31.6,19,-1,257,0.7,1,0,0,0,0,40.48,1,0,1,
558050,-88,0,0,-88,1,-88,33562,1,1,1,5,0.5,100,2,300,-12.17,-92.63,310.66,311.99,310.66,0.78,0.47,51.5,-69,-20,-220,115,140,3,1.3,1.7,31.6,19,-1,259,0.9,1,0,0,0,0,40.48,1,0,1,
559050,-92,0,0,-92,1,-94,34512,1,1,1,5,0.5,100,2,300,-10.7,-103.41,310.68,310.79,310.68,-0.55,0.59,49.35,-69,-20,-220,115,140,3,1.4,1.7,31.6,19,-1,258,0.9,1,0,0,0,0,40.48,1,0,1,
560050,-92,0,0,-92,1,-92,34512,1,1,1,5,0.5,100,2,300,-10.46,-114.05,310.69,310.51,310.69,1.19,0.3,48.75,-69,-20,-220,115,140,3,1.4,1.7,31.6,19,-1,261,0.9,1,0,0,0,0,40.48,1,0,1,
561050,-96,0,0,-96,1,-96,36519,1,1,1,5,0.5,100,2,300,-10.3,-124.31,310.66,310.39,310.66,-0.8,0.57,50.65,-69,-20,-220,115,140,3,1.4,1.7,31.6,19,-1,260,0.9,1,0,0,0,0,40.54,1,0,1,
562050,-96,0,0,-96,1,-102,36519,1,1,1,5,0.5,100,2,300,-10.87,-135.07,310.66,310.85,310.66,1.39,-0.19,48.91,-69,-20,-220,115,140,3,1.4,1.7,31.6,19,-1,265,0.9,1,0,0,0,0,9.2,1,0,1,
563069,-102,0,0,-102,1,-102,38121,1,1,1,5,0.5,100,2,300,-10.13,-145.36,310.65,310.17,310.64,-0.68,1.16,24,-69,-20,-220,115,140,3,1.4,1.7,31.6,19,-1,261,0.9,1,0,0,0,0,9.2,1,0,1,
564050,-102,0,0,-102,0,-108,0,1,1,1,5,0.5,100,2,300,-10.41,-155.63,310.63,310.38,310.63,0.62,-1.14,48.83,-69,-20,-220,115,140,3,1.4,1.7,31.6,19,-1,264,0.9,1,0,0,0,0,40.81,1,0,1,
565050,-107,0,0,-107,0,-112,0,1,1,1,5,0.5,100,2,300,-10.21,-166.12,310.61,310.16,310.61,-0.02,1.22,23.28,-69,-20,-220,115,140,3,1.4,1.7,31.6,19,-1,263,0.9,1,0,0,0,0,40.81,1,0,1,
566050,-111,0,0,-111,1,-111,41019,1,1,1,5,0.5,100,2,300,-10.01,-175.91,310.57,310.07,310.57,0.41,0.23,48.75,-69,-20,-220,115,140,3,1.4,1.7,31.6,19,-1,262,1,1,0,0,0,0,40.63,1,0,1,
567050,-116,0,0,-116,1,-116,42612,1,1,1,5,0.5,100,2,300,-9.15,-185.59,310.53,309.08,310.53,0.27,-0.1,104.95,-69,-20,-220,115,140,3,1.4,1.7,31.6,19,-1,264,1,1,0,0,0,0,40.63,1,0,1,
568050,-116,0,0,-116,1,-116,42612,1,1,1,5,0.5,100,2,300,-8.31,-194.12,310.41,308.33,310.41,-0.19,0.7,51.95,-69,-20,-220,115,140,3,1.4,1.7,31.6,19,-1,261,1,1,0,0,0,0,40.63,1,0,1,
569050,-116,0,0,-116,1,-121,42612,1,1,1,5,0.5,100,2,300,-7.87,-202.33,310.29,307.86,310.29,0.3,-0.21,49.35,-69,-20,-220,115,140,3,1.4,1.7,31.6,19,-1,264,1.1,1,0,0,0,0,27.28,1,0,1,
570050,-120,0,0,-120,1,-122,45020,1,1,1,5,0.5,100,2,300,-7.96,-210.1,310.14,307.98,310.14,0.15,0.79,51.98,-69,-20,-220,115,140,3,1.4,1.7,31.6,19,-1,264,1.1,1,0,0,0,0,40.63,1,0,1,
571051,-120,0,0,-120,1,-120,45020,1,1,1,5,0.5,100,2,300,-7.56,-217.76,309.99,307.47,309.99,0.46,-0.27,48.29,-69,-20,-220,115,140,3,1.4,1.7,31.6,19,-1,265,1.1,1,0,0,0,0,40.63,1,0,1,
572050,-120,0,0,-120,1,-120,45020,1,1,1,5,0.5,100,2,300,-6.81,-224.77,309.82,306.79,309.81,0.12,0.8,50.8,-69,-20,-220,115,140,3,1.4,1.7,31.6,19,-1,266,1.1,1,0,0,0,0,40.69,1,0,1,
573050,-120,0,0,-120,1,-120,45020,1,1,1,5,0.5,100,2,300,-6.48,-231.11,309.61,306.57,309.6,0.19,-0.49,48.29,-69,-20,-220,115,140,3,1.3,1.7,31.6,19,-1,267,1.1,1,0,0,0,0,40.69,1,0,1,
574069,-124,0,0,-124,1,-124,49512,1,1,1,5,0.5,100,2,300,-5.92,-237.28,309.41,305.87,309.39,-0.16,0.72,24.14,-69,-20,-220,115,140,3,1.3,1.7,31.6,19,-1,271,1.1,1,0,0,0,0,40.69,1,0,1,
575050,-124,0,0,-124,2,-95,0,1,1,1,5,0.5,100,2,360,54.43,-212.87,309.17,305.51,309.16,0.31,0.41,48.75,-69,-20,-220,115,140,3,1.3,1.7,31.6,19,-1,269,1,1,0,0,0,0,40.69,1,0,1,
576055,-81,0,0,-81,2,-42,0,1,1,1,5,0.5,100,2,360,55.61,-157.87,308.91,304.41,308.89,-0.1,-0.6,147.15,-69,-20,-220,115,140,3,1.3,1.7,31.6,19,-1,274,1,1,0,0,0,0,15.24,1,0,1,
577050,-42,0,0,-42,2,6,0,1,1,1,5,0.5,100,2,360,55.46,-102.34,308.64,304.56,308.63,-0.43,0.73,51.41,-69,-20,-220,115,140,3,1.3,1.7,31.6,18,-1,269,1,1,0,0,0,0,40.72,1,0,1,
578050,6,0,0,6,2,52,0,1,1,1,5,0.5,100,2,360,55.15,-46.99,308.4,304.98,308.38,0.34,-0.77,95.17,-69,-20,-220,115,140,3,1.3,1.7,31.6,18,-1,273,1,1,0,0,0,0,40.72,1,0,1,
579050,45,0,0,45,2,93,0,1,1,1,5,0.5,100,2,360,55.15,8.5,308.18,304.84,308.17,-0.13,0.84,50.78,-69,-20,-220,115,140,3,1.4,1.7,31.6,19,-1,272,1,1,0,0,0,0,40.72,1,0,1,
580050,91,0,0,91,2,132,0,1,1,1,5,0.5,100,2,290,55.1,63.63,307.99,304.9,307.98,-1.17,-0.91,49.39,-69,-20,-220,115,140,3,1.4,1.7,31.6,19,-1,273,1,1,0,0,0,0,40.72,1,0,1,
581050,118,0,0,118,0,69,0,1,1,1,5,0.5,100,2,290,-15.84,48.11,307.83,305.87,307.83,0.28,0.18,52.03,-69,-20,-220,115,140,3,1.4,1.7,31.6,19,-1,274,1,1,0,0,0,0,40.72,1,0,1,
582050,78,0,0,78,0,48,0,1,1,1,5,0.5,100,2,290,-16.43,31.96,307.72,306.43,307.72,-0.02,0.41,48.76,-69,-20,-220,115,140,3,1.4,1.7,31.6,19,-1,271,1,1,0,0,0,0,40.75,1,0,1,
583050,42,0,0,42,0,28,0,1,1,1,5,0.5,100,2,290,-17.41,14.87,307.66,307.56,307.66,1.16,0.31,50.72,-69,-20,-220,115,140,3,1.5,1.7,31.6,19,-1,273,1,1,0,0,0,0,40.75,1,0,1,
584050,18,0,0,18,0,8,0,1,1,1,5,0.5,100,2,290,-17.36,-2.87,307.67,307.35,307.67,-0.12,0.58,52.12,-69,-20,-220,115,140,3,1.5,1.7,31.6,19,-1,271,1.1,1,0,0,0,0,40.75,1,0,1,
