Millis,m_currentPosition,m_pressedButtonDebug,m_bytesToSent,CurrentPosition,CurrentDirection,TargetPosition,MSStopped,startButton,stopButton,parkingButton,m_P,m_I,m_D,m_goalType,m_goal,m_lastError,m_errorSum,m_lastFilteredYaw,yaw,filteredYaw,pitch,roll,freq,magMin[0],magMin[1],magMin[2],magMax[0],magMax[1],magMax[2],m_speed,m_speed.tripMileage,m_speed.totalMileage,m_speed.waterTemp,m_lampIntensity,m_wind.apparentAngle,m_wind.apparentSpeed,m_wind.displayInKnots,m_wind.displayInMpS,m_depth.anchorAlarm,m_depth.deepAlarm,m_depth.defective,m_depth.depthBelowTransductor,m_depth.metricUnits,m_depth.shallowAlarm,m_depth.unknown,Position
2465050,-138,0,0,-138,0,-145,0,1,1,1,10,0.5,85,2,280,-20.51,-170.02,302.28,300.34,302.21,-0.74,-1.07,51.35,-69,-20,-220,115,140,11,4,33.2,33.2,19,-1,294,0.8,1,0,0,0,0,27.95,1,0,1,
2466050,-144,0,0,-144,1,-144,40568,1,1,1,10,0.5,85,2,280,-18.54,-189.19,300.9,298.57,300.84,-1.56,-0.59,23.92,-69,-20,-220,115,140,11,4,33.2,33.2,19,-1,295,1,1,0,0,0,0,15.21,1,0,1,
2467050,-151,0,0,-151,1,-151,42098,1,1,1,10,0.5,85,2,280,-18.01,-207.26,299.76,297.92,299.69,-1.15,-1.84,51.36,-69,-20,-220,115,140,11,4,33.2,33.2,19,-1,296,1,1,0,0,0,0,27.98,1,0,1,
2468050,-156,0,0,-156,1,-156,42978,1,1,1,10,0.5,85,2,280,-16.37,-224.05,298.53,296.06,298.44,-1.73,-0.61,105.84,-69,-20,-220,115,140,11,4,33.2,33.2,19,-1,296,1,1,0,0,0,0,13.62,1,0,1,
2469050,-156,0,0,-156,2,-147,0,1,1,1,10,0.5,85,2,280,-13.49,-238.19,296.6,293.44,296.52,-1.91,-1.63,51.45,-69,-20,-220,115,140,11,4.1,33.2,33.2,19,-1,298,1.2,1,0,0,0,0,13.62,1,0,1,
2470050,-148,0,0,-148,2,-142,0,1,1,1,10,0.5,85,2,280,-12.23,-251.16,295.03,292.17,294.97,-2.43,-1.61,48.64,-69,-20,-220,115,140,11,4.1,33.2,33.2,19,-1,302,1.2,1,0,0,0,0,13.62,1,0,1,
2471050,-143,0,0,-143,1,-143,45474,1,1,1,10,0.5,85,2,280,-11.43,-263,293.59,291.43,293.54,-2.14,-2.18,50.83,-69,-20,-220,115,140,11,4.1,33.2,33.2,19,-1,303,1.2,1,0,0,0,0,28.01,1,0,1,
2472050,-139,0,0,-139,2,-132,0,1,1,1,10,0.5,85,2,280,-8.95,-272.81,292.02,288.94,291.92,-2.1,-0.55,52.99,-69,-20,-220,115,140,11,4.1,33.2,33.2,19,-1,305,1.4,1,0,0,0,0,28.01,1,0,1,
2473050,-128,0,0,-128,1,-122,47918,1,1,1,10,0.5,85,2,280,-8.05,-280.94,290.28,288.08,290.2,-1.33,-2.45,48.27,-69,-20,-220,115,140,11,4,33.2,33.2,19,-1,308,1.4,1,0,0,0,0,62.64,1,0,1,
2474050,-118,0,0,-118,1,-113,48974,1,1,1,10,0.5,85,2,280,-6.4,-287.39,288.69,286.34,288.6,-2.26,-1.11,52.04,-69,-20,-220,115,140,11,4,33.2,33.2,19,-1,310,1.4,1,0,0,0,0,62.64,1,0,1,
2475070,-114,0,0,-114,2,-103,0,1,1,1,10,0.5,85,2,280,-4.19,-292.19,287.04,284.16,286.9,-1.68,-1.06,23.53,-69,-20,-220,115,140,11,4,33.2,33.2,19,-1,311,0.8,1,0,0,0,0,27.95,1,0,1,
2476050,-103,0,0,-103,2,-97,0,1,1,1,10,0.5,85,2,280,-3.8,-296.3,285.63,283.92,285.57,-1.88,-2.09,50.21,-69,-20,-220,115,140,11,4,33.2,33.2,19,-1,314,0.8,1,0,0,0,0,27.95,1,0,1,
2477057,-97,0,0,-97,0,-102,0,1,1,1,10,0.5,85,2,280,-3.86,-300.23,284.89,283.65,284.84,-1.96,-1.67,134.26,-69,-20,-220,115,140,11,4,33.2,33.2,19,-1,315,0.8,1,0,0,0,0,62.82,1,0,1,
2478050,-102,0,0,-102,1,-102,52375,1,1,1,10,0.5,85,2,280,-1.47,-302.3,283.8,281.27,283.7,-1.25,-1.81,51.32,-69,-20,-220,115,140,11,4,33.2,33.2,19,-1,317,1.1,1,0,0,0,0,62.82,1,0,1,
2479050,-92,0,0,-92,2,-87,0,1,1,1,10,0.5,85,2,280,-0.33,-302.76,282.4,280.21,282.32,-1.85,-0.33,92.94,-69,-20,-220,115,140,11,4,33.2,33.2,19,-1,316,1.1,1,0,0,0,0,62.67,1,0,1,
2480050,-84,0,0,-84,1,-84,54918,1,1,1,10,0.5,85,2,280,0.44,-302.45,281.21,279.56,281.14,-1.62,-2.55,48.8,-69,-20,-220,115,140,11,4,33.2,33.2,19,-1,321,1.4,1,0,0,0,0,27.98,1,0,1,
2481050,-80,0,0,-80,1,-80,56018,1,1,1,10,0.5,85,2,280,0.72,-301.72,280.36,279.13,280.34,-1.73,-0.53,51.9,-69,-20,-220,115,140,11,4,33.2,33.2,19,-1,320,1.4,1,0,0,0,0,14.36,1,0,1,
2482050,-80,0,0,-80,1,-80,56018,1,1,1,10,0.5,85,2,280,1.64,-300.24,279.57,278.32,279.52,-0.8,-1.35,49.37,-69,-20,-220,115,140,11,4,33.2,33.2,19,-1,321,1.4,1,0,0,0,0,62.73,1,0,1,
2483050,-76,0,0,-76,1,-76,57968,1,1,1,10,0.5,85,2,280,2.36,-297.84,278.76,277.77,278.72,-1.97,-1.12,51.95,-69,-20,-220,115,140,11,4,33.2,33.2,19,-1,324,1.6,1,0,0,0,0,62.73,1,0,1,
2484050,-76,0,0,-76,1,-76,57968,1,1,1,10,0.5,85,2,280,1.9,-295.86,278.36,278.16,278.35,-0.26,-1.16,48.88,-69,-20,-220,115,140,11,3.9,33.2,33.2,19,-1,324,1.6,1,0,0,0,0,27.95,1,0,1,
2485050,-76,0,0,-76,1,-76,57968,1,1,1,10,0.5,85,2,280,3.37,-292.9,277.85,276.46,277.8,-1.33,-0.15,52.16,-69,-20,-220,115,140,11,3.9,33.2,33.2,19,-1,325,1.6,1,0,0,0,0,13.62,1,0,1,
2486070,-76,0,0,-76,2,-66,0,1,1,1,10,0.5,85,2,280,4.94,-288.41,276.85,275.07,276.76,-0.88,-2.05,23.42,-69,-20,-220,115,140,11,3.9,33.2,33.2,19,-1,325,0.9,1,0,0,0,0,27.95,1,0,1,
2487050,-63,0,0,-63,1,-63,61896,1,1,1,10,0.5,85,2,280,3.32,-284.55,276.41,276.64,276.41,-1.44,-1.11,50.74,-69,-20,-220,115,140,11,3.9,33.2,33.2,19,-1,326,0.9,1,0,0,0,0,27.95,1,0,1,
2488050,-70,0,0,-70,1,-70,62998,1,1,1,10,0.5,85,2,280,4.2,-280.85,276.46,275.66,276.44,-1.31,-0.1,23.25,-69,-20,-220,115,140,11,3.9,33.2,33.2,19,-1,327,1.1,1,0,0,0,0,14.39,1,0,1,
2489050,-71,0,0,-71,1,-71,62998,1,1,1,10,0.5,85,2,280,5.28,-276,275.91,274.55,275.86,-0.81,-1.48,48.9,-69,-20,-220,115,140,11,3.9,33.2,33.2,19,-1,327,1.1,1,0,0,0,0,62.88,1,0,1,
2490050,-65,0,0,-65,2,-60,0,1,1,1,10,0.5,85,2,280,5.97,-270.34,275.21,274.1,275.2,-0.59,-0.63,96.56,-69,-20,-220,115,140,11,3.9,33.2,33.2,19,-1,328,1.1,1,0,0,0,0,27.95,1,0,1,
2491051,-61,0,0,-61,1,-61,65423,1,1,1,10,0.5,85,2,280,5.82,-265.01,274.88,274.26,274.86,-0.94,-0.79,48.23,-69,-20,-220,115,140,11,3.9,33.2,33.2,19,-1,328,1.2,1,0,0,0,0,62.7,1,0,1,
2492050,-61,0,0,-61,0,-147,0,1,1,1,10,0.5,85,2,180,-92.69,-309.26,274.28,272.75,274.25,0,-0.47,51.58,-69,-20,-220,115,140,11,3.9,33.2,33.2,19,-1,329,1.2,1,0,0,0,0,62.7,1,0,1,
2493050,-108,0,0,-108,0,-300,0,1,1,1,10,0.5,85,2,180,-92.33,-400.82,273.52,272.27,273.47,-0.56,-0.58,48.89,-69,-20,-220,115,140,11,3.9,33.2,33.2,19,-1,329,1.2,1,0,0,0,0,62.7,1,0,1,
2494050,-151,0,0,-151,0,-436,0,1,1,1,10,0.5,85,2,180,-91.57,-492.71,272.81,271.36,272.77,-0.22,-0.16,51.89,-69,-20,-220,115,140,11,3.9,33.2,33.2,19,-1,330,1.2,1,0,0,0,0,27.92,1,0,1,
2495050,-192,0,0,-192,0,-544,0,1,1,1,10,0.5,85,2,180,-88.8,-582.24,271.52,268.62,271.41,-0.57,-0.63,48.26,-69,-20,-220,115,140,11,3.9,33.2,33.2,19,-1,329,1.2,1,0,0,0,0,13.66,1,0,1,
2496050,-237,0,0,-237,0,-620,0,1,1,1,10,0.5,85,2,180,-85.19,-667.97,269.24,264.79,269.07,-1.52,-0.49,49.39,-69,-20,-220,115,140,11,3.9,33.2,33.2,19,-1,331,1.2,1,0,0,0,0,13.66,1,0,1,
2497070,-278,0,0,-278,0,-675,0,1,1,1,10,0.5,85,2,180,-80.57,-750.24,266.32,260.39,266.02,-0.03,-0.41,24.11,-69,-20,-220,115,140,11,3.9,33.2,33.2,19,-1,332,1.2,1,0,0,0,0,62.67,1,0,1,
2498050,-302,0,0,-302,0,-302,0,0,1,1,10,0.5,85,2,180,-75.69,-604,262.73,255.47,262.46,-1.53,-1.08,48.81,-69,-20,-220,115,140,11,3.9,33.2,33.2,19,-1,335,1.2,1,0,0,0,0,27.98,1,0,1,
2499057,-302,0,0,-302,0,-302,0,0,1,1,10,0.5,85,2,180,-71.03,-604,258.14,250.4,257.82,-1.49,-1.53,136.69,-69,-20,-220,115,140,11,3.8,33.2,33.2,19,-1,338,1.2,1,0,0,0,0,14.39,1,0,1,
2500050,-302,0,0,-302,1,-680,9232,0,1,1,10,0.5,85,2,180,-66.05,-604,253.42,245.82,253.23,-1.51,-1.01,48.85,-69,-20,-220,115,140,11,3.8,33.2,33.2,19,-1,342,1.2,1,0,0,0,0,14.39,1,0,1,
2501050,-302,0,0,-302,0,-302,0,0,1,1,10,0.5,85,2,180,-56.94,-604,247.5,236.73,247.38,-0.96,-0.49,102.84,-69,-20,-220,115,140,11,3.7,33.2,33.2,19,-1,346,1.2,1,0,0,0,0,27.98,1,0,1,
2502050,-302,0,0,-302,0,-302,0,0,1,1,10,0.5,85,2,180,-49.97,-604,240.74,229.99,240.34,-0.29,-1.1,48.81,-69,-20,-220,115,140,11,3.7,33.2,33.2,19,-1,349,1.3,1,0,0,0,0,62.73,1,0,1,
2503050,-302,0,0,-302,0,-302,0,0,1,1,10,0.5,85,2,180,-42.92,-604,234.21,222.17,233.94,-2.79,0.46,51.38,-69,-20,-220,115,140,11,3.6,33.2,33.2,19,-1,355,1.3,1,0,0,0,0,28.01,1,0,1,
2504050,-302,0,0,-302,1,-438,13232,0,1,1,10,0.5,85,2,180,-37.28,-604,227.27,217.26,227.03,0.89,-1.65,51.4,-69,-20,-220,115,140,11,3.6,33.2,33.2,19,-1,359,1.3,1,0,0,0,0,14.36,1,0,1,
2505050,-302,0,0,-302,0,-302,0,0,1,1,10,0.5,85,2,180,-30.88,-604,220.91,210.62,220.59,0.6,1.25,48.11,-69,-20,-220,115,140,11,3.5,33.2,33.2,19,-1,3,1.2,1,0,0,0,0,14.36,1,0,1,
2507051,-283,0,0,-283,2,-251,0,0,1,1,10,0.5,85,2,180,-18.64,-570,207.91,198.35,207.56,0.18,0.17,48.82,-69,-20,-220,115,140,11,3.4,33.2,33.2,19,-1,14,1.2,1,0,0,0,0,27.95,1,0,1,
2508068,-231,0,0,-231,2,-194,0,1,1,1,10,0.5,85,2,180,-11.42,-583.71,201.92,191.1,201.51,0.63,0.87,24.14,-69,-20,-220,115,140,11,3.4,33.2,33.2,19,-1,20,1,1,0,0,0,0,13.62,1,0,1,
2509050,-181,0,0,-181,2,-134,0,1,1,1,10,0.5,85,2,180,-5.36,-591.55,195.7,185.16,195.31,0.33,0.51,48.86,-69,-20,-220,115,140,11,3.3,33.2,33.2,19,-1,25,1,1,0,0,0,0,62.76,1,0,1,
2510068,-129,0,0,-129,2,-83,0,1,1,1,10,0.5,85,2,180,-2.33,-594.78,189.92,182.27,189.63,0.24,0.3,24.13,-69,-20,-220,115,140,11,3.3,33.2,33.2,19,-1,32,1,1,0,0,0,0,62.76,1,0,1,
2511050,-79,0,0,-79,2,-80,0,1,1,1,10,0.5,85,2,180,-3.22,-598.18,186.74,183.08,186.65,0.06,-0.97,48.88,-69,-20,-220,115,140,11,3.3,33.2,33.2,19,-1,37,1.6,1,0,0,0,0,27.92,1,0,1,
2512056,-76,0,0,-76,1,-76,20709,1,1,1,10,0.5,85,2,180,-0.78,-598.6,183.92,180.1,183.77,0.6,1.82,144.26,-69,-20,-220,115,140,11,3.3,33.2,33.2,19,-1,41,1.6,1,0,0,0,0,13.69,1,0,1,
2513050,-76,0,0,-76,0,-82,0,1,1,1,10,0.5,85,2,180,0.52,-597.81,181.74,179.56,181.66,2.34,0.98,51.3,-69,-20,-220,115,140,11,3.3,33.2,33.2,19,-1,42,1.3,1,0,0,0,0,62.67,1,0,1,
2514050,-90,0,0,-90,1,-90,23532,1,1,1,10,0.5,85,2,180,2.78,-595.85,180.14,177.26,180.11,-0.61,0.51,103.22,-69,-20,-220,115,140,11,3.2,33.2,33.2,19,-1,45,1.3,1,0,0,0,0,27.92,1,0,1,
2515050,-100,0,0,-100,1,-103,24582,1,1,1,10,0.5,85,2,180,3.51,-593.11,178.83,176.66,178.75,1.57,-0.11,51.35,-69,-20,-220,115,140,11,3.2,33.2,33.2,19,-1,45,1.3,1,0,0,0,0,27.92,1,0,1,
2516050,-113,0,0,-113,0,-117,0,1,1,1,10,0.5,85,2,180,4.15,-589.66,177.89,175.84,177.84,1.47,1.72,48.65,-69,-20,-220,115,140,11,3.2,33.2,33.2,19,-1,47,1.1,1,0,0,0,0,13.62,1,0,1,
2517050,-116,0,0,-116,1,-116,25832,1,1,1,10,0.5,85,2,180,6.19,-584.25,176.47,173.96,176.38,0.68,0.82,51.48,-69,-20,-220,115,140,11,3.2,33.2,33.2,19,-1,50,1.1,1,0,0,0,0,13.62,1,0,1,
2519050,-116,0,0,-116,2,-110,0,1,1,1,10,0.5,85,2,180,8.98,-569.02,173.82,170.9,173.72,-0.53,0.07,51.28,-69,-20,-220,115,140,11,3.2,33.2,33.2,19,-1,52,1.2,1,0,0,0,0,28.01,1,0,1,
2520050,-103,0,0,-103,2,-95,0,1,1,1,10,0.5,85,2,180,10.11,-558.9,171.96,170.4,171.9,1.53,0.57,51.4,-69,-20,-220,115,140,11,3.3,33.2,33.2,19,-1,55,1.2,1,0,0,0,0,27.95,1,0,1,
2521070,-95,0,0,-95,2,-86,0,1,1,1,10,0.5,85,2,180,11.16,-547.44,170.58,168.57,170.51,1.17,1.66,23.23,-69,-20,-220,115,140,11,3.3,33.2,33.2,19,-1,54,1.2,1,0,0,0,0,13.62,1,0,1,
2522050,-79,0,0,-79,2,-73,0,1,1,1,10,0.5,85,2,180,13.52,-534.37,169.08,166.3,168.98,-0.07,-0.09,51.41,-69,-20,-220,115,140,11,3.3,33.2,33.2,19,-1,58,1.1,1,0,0,0,0,62.67,1,0,1,
2523055,-64,0,0,-64,2,-55,0,1,1,1,10,0.5,85,2,180,14.88,-519.3,167.38,164.93,167.31,-0.04,0.92,146.89,-69,-20,-220,115,140,11,3.3,33.2,33.2,19,-1,59,1.1,1,0,0,0,0,62.67,1,0,1,
2524050,-50,0,0,-50,2,-45,0,1,1,1,10,0.5,85,2,180,14.77,-504.53,166.13,165.55,166.1,1.76,-0.03,50.78,-69,-20,-220,115,140,11,3.4,33.2,33.2,19,-1,61,1.1,1,0,0,0,0,13.72,1,0,1,
2525050,-46,0,0,-46,1,-56,33882,1,1,1,10,0.5,85,2,180,13.96,-490.27,166.08,166.01,166.08,1.16,0.56,104.12,-69,-20,-220,115,140,11,3.4,33.2,33.2,19,-1,59,0.9,1,0,0,0,0,62.64,1,0,1,
2526050,-57,0,0,-57,1,-57,35101,1,1,1,10,0.5,85,2,180,14.44,-476.4,166,165.41,165.98,0.71,0.84,51.43,-69,-20,-220,115,140,11,3.4,33.2,33.2,19,-1,61,0.9,1,0,0,0,0,27.95,1,0,1,
2527050,-57,0,0,-57,1,-57,35101,1,1,1,10,0.5,85,2,180,15.37,-460.63,165.29,164.66,165.27,0.28,-0.39,48.89,-69,-20,-220,115,140,11,3.4,33.2,33.2,19,-1,63,0.9,1,0,0,0,0,27.95,1,0,1,
2528050,-57,0,0,-57,1,-57,35101,1,1,1,10,0.5,85,2,180,14.56,-446.21,165.36,165.22,165.35,1.89,2.02,48.78,-69,-20,-220,115,140,11,3.4,33.2,33.2,19,-1,62,0.8,1,0,0,0,0,27.95,1,0,1,
2529050,-64,0,0,-64,1,-64,38439,1,1,1,10,0.5,85,2,180,14.17,-432.56,165.72,165.62,165.72,0.53,0.77,52.09,-69,-20,-220,115,140,11,3.5,33.2,33.2,19,-1,63,0.8,1,0,0,0,0,27.95,1,0,1,
2530050,-64,0,0,-64,2,-55,0,1,1,1,10,0.5,85,2,180,16.58,-416.42,165.06,163.31,164.99,0.86,0.29,48.13,-69,-20,-220,115,140,11,3.5,33.2,33.2,19,-1,62,0.7,1,0,0,0,0,14.39,1,0,1,
2531050,-50,0,0,-50,1,-42,40387,1,1,1,10,0.5,85,2,180,16.85,-399.92,164.4,163.22,164.35,1.5,1.12,51.41,-69,-20,-220,115,140,11,3.5,33.2,33.2,19,-1,62,0.7,1,0,0,0,0,14.39,1,0,1,
2532069,-37,0,0,-37,2,-30,0,1,1,1,10,0.5,85,2,180,17.34,-382.77,163.79,162.57,163.75,-0.34,1.01,23.56,-69,-20,-220,115,140,11,3.5,33.2,33.2,19,-1,63,0.7,1,0,0,0,0,14.39,1,0,1,
2533050,-23,0,0,-23,2,-14,0,1,1,1,10,0.5,85,2,180,17.34,-365.11,162.97,162.81,162.97,0.99,-0.26,50.73,-69,-20,-220,115,140,11,3.5,33.2,33.2,19,-1,65,1.4,1,0,0,0,0,14.39,1,0,1,
2534069,-15,0,0,-15,0,-22,0,1,1,1,10,0.5,85,2,180,16.55,-348.98,163.46,163.72,163.47,1.29,1.08,23.54,-69,-20,-220,115,140,11,3.5,33.2,33.2,19,-1,65,1.4,1,0,0,0,0,62.51,1,0,1,
2535050,-22,0,0,-22,0,-28,0,1,1,1,10,0.5,85,2,180,15.38,-333.71,163.96,164.37,163.98,2.55,1.91,51.39,-69,-20,-220,115,140,11,3.5,33.2,33.2,19,-1,63,1.4,1,0,0,0,0,13.81,1,0,1,
2536050,-28,0,0,-28,0,-33,0,1,1,1,10,0.5,85,2,180,14.4,-318.87,164.47,166.01,164.52,1.82,1.11,23.29,-69,-20,-220,115,140,11,3.5,33.2,33.2,19,-1,61,1.2,1,0,0,0,0,62.79,1,0,1,
2537050,-38,0,0,-38,1,-38,46482,1,1,1,10,0.5,85,2,180,13.87,-304.88,165.27,166.11,165.29,1.62,1.4,48.86,-69,-20,-220,115,140,11,3.6,33.2,33.2,19,-1,62,1.2,1,0,0,0,0,27.92,1,0,1,
2538050,-38,0,0,-38,1,-38,46482,1,1,1,10,0.5,85,2,180,13.74,-291.15,165.68,166.42,165.71,1.4,0.2,105.17,-69,-20,-220,115,140,11,3.6,33.2,33.2,19,-1,61,1.2,1,0,0,0,0,27.92,1,0,1,
2539051,-38,0,0,-38,1,-41,46482,1,1,1,10,0.5,85,2,180,13.36,-277.5,166.1,166.52,166.11,2.81,2.19,48.88,-69,-20,-220,115,140,11,3.6,33.2,33.2,19,-1,61,1.2,1,0,0,0,0,62.51,1,0,1,
2540050,-38,0,0,-38,2,-30,0,1,1,1,10,0.5,85,2,180,14.4,-263.23,165.96,165.73,165.95,1.43,0.84,51.79,-69,-20,-220,115,140,11,3.6,33.2,33.2,19,-1,59,1.2,1,0,0,0,0,27.95,1,0,1,
2541050,-31,0,0,-31,1,-31,50032,1,1,1,10,0.5,85,2,180,12.09,-250.47,166.29,168.07,166.34,1.89,0.84,49.56,-69,-20,-220,115,140,11,3.6,33.2,33.2,19,-1,60,1.2,1,0,0,0,0,27.95,1,0,1,
2542050,-31,0,0,-31,1,-31,50032,1,1,1,10,0.5,85,2,180,13.17,-237.65,166.84,166.74,166.83,0.9,0.87,51.39,-69,-20,-220,115,140,11,3.6,33.2,33.2,19,-1,59,1.2,1,0,0,0,0,27.95,1,0,1,
2543050,-26,0,0,-26,2,-19,0,1,1,1,10,0.5,85,2,180,13.6,-224.14,166.64,166.5,166.63,2,1.19,49.53,-69,-20,-220,115,140,11,3.6,33.2,33.2,19,-1,59,1.2,1,0,0,0,0,62.42,1,0,1,
2544050,-20,0,0,-20,1,-20,52940,1,1,1,10,0.5,85,2,180,11.35,-212.44,167.3,168.38,167.34,2.77,1.89,48.8,-69,-20,-220,115,140,11,3.6,33.2,33.2,19,-1,57,1.2,1,0,0,0,0,27.92,1,0,1,
2545070,-26,0,0,-26,0,-31,0,1,1,1,10,0.5,85,2,180,10.12,-201.78,168.09,170,168.16,1.7,0.95,23.96,-69,-20,-220,115,140,11,3.6,33.2,33.2,19,-1,58,1.2,1,0,0,0,0,27.92,1,0,1,
2546050,-35,0,0,-35,1,-35,55432,1,1,1,10,0.5,85,2,180,9.96,-191.72,168.83,170.32,168.89,2.05,1.07,48.87,-69,-20,-220,115,140,11,3.7,33.2,33.2,19,-1,57,1.2,1,0,0,0,0,27.95,1,0,1,
2547050,-35,0,0,-35,0,-41,0,1,1,1,10,0.5,85,2,180,10.11,-182.04,169.66,170.31,169.68,1.39,0.28,23.59,-69,-20,-220,115,140,11,3.7,33.2,33.2,19,-1,57,1.2,1,0,0,0,0,62.45,1,0,1,
2548050,-40,0,0,-40,1,-40,56932,1,1,1,10,0.5,85,2,180,8.64,-172.74,170.09,171.52,170.14,2.23,1.39,48.73,-69,-20,-220,115,140,11,3.7,33.2,33.2,19,-1,57,0.9,1,0,0,0,0,62.45,1,0,1,
2549050,-40,0,0,-40,1,-40,56932,1,1,1,10,0.5,85,2,180,8.86,-163.64,170.49,171.84,170.54,2.46,0.63,105.66,-69,-20,-220,115,140,11,3.7,33.2,33.2,19,-1,55,0.9,1,0,0,0,0,27.95,1,0,1,
2550050,-40,0,0,-40,1,-40,56932,1,1,1,10,0.5,85,2,180,8.19,-155.37,171.26,171.36,171.27,1.75,1.72,49.39,-69,-20,-220,115,140,11,3.7,33.2,33.2,19,-1,55,0.9,1,0,0,0,0,62.73,1,0,1,
2551050,-40,0,0,-40,2,-32,0,1,1,1,10,0.5,85,2,180,9.01,-146.66,171.3,171.09,171.3,0.96,0.82,51.67,-69,-20,-220,115,140,11,3.7,33.2,33.2,19,-1,56,0.9,1,0,0,0,0,62.73,1,0,1,
2552050,-32,0,0,-32,2,-24,0,1,1,1,10,0.5,85,2,180,8.89,-138.17,171.33,171.16,171.33,2.01,1.92,51.44,-69,-20,-220,115,140,11,3.7,33.2,33.2,19,-1,56,0.9,1,0,0,0,0,62.45,1,0,1,
2553050,-25,0,0,-25,2,-20,0,1,1,1,10,0.5,85,2,180,7.84,-130.31,171.48,172.26,171.51,2.59,1.94,49.27,-69,-20,-220,115,140,11,3.7,0.84,33.2,19,-1,53,1.1,1,0,0,0,0,62.45,1,0,1,
2554050,-20,0,0,-20,1,-30,62939,1,1,1,10,0.5,85,2,180,4.75,-124.35,172.35,175.49,172.42,0.92,-0.1,52.11,-69,-20,-220,115,140,11,3.7,33.3,33.3,19,-1,54,1.1,1,0,0,0,0,62.45,1,0,1,
2555051,-36,0,0,-36,0,-41,0,1,1,1,10,0.5,85,2,180,4.63,-119.24,173.34,175.51,173.39,3.87,2.04,48.3,-69,-20,-220,115,140,11,3.7,33.3,33.3,19,-1,54,1.1,1,0,0,0,0,27.92,1,0,1,
2556069,-49,0,0,-49,2,-40,0,1,1,1,10,0.5,85,2,180,8.17,-112.93,173.86,172.27,173.76,0.86,-0.33,23.94,-69,-20,-220,115,140,11,3.8,33.3,33.3,19,-1,53,1.1,1,0,0,0,0,27.92,1,0,1,
2557050,-28,0,0,-28,1,-28,1051,1,1,1,10,0.5,85,2,180,5.24,-106.58,173.63,175.03,173.68,2.85,0.99,48.84,-69,-20,-220,115,140,11,3.8,33.3,33.3,19,-1,50,1.1,1,0,0,0,0,27.92,1,0,1,
2558057,-34,0,0,-34,1,-34,1846,1,1,1,10,0.5,85,2,180,5.03,-101.58,174.4,174.43,174.41,2.16,2.58,136.54,-69,-20,-220,115,140,11,3.8,33.3,33.3,19,-1,50,1.1,1,0,0,0,0,27.92,1,0,1,
2559050,-28,0,0,-28,2,-22,0,1,1,1,10,0.5,85,2,180,6.49,-95.13,174.1,173.35,174.09,2.55,1.73,48.85,-69,-20,-220,115,140,11,3.8,33.3,33.3,19,-1,50,1.2,1,0,0,0,0,27.92,1,0,1,
2560050,-22,0,0,-22,1,-22,3396,1,1,1,10,0.5,85,2,180,4.56,-90.84,174.48,175.78,174.53,1.21,0.97,90.71,-69,-20,-220,115,140,11,3.8,33.3,33.3,19,-1,51,1.2,1,0,0,0,0,27.92,1,0,1,
2561050,-22,0,0,-22,1,-22,3396,1,1,1,10,0.5,85,2,180,4.22,-86.36,174.95,175.97,174.99,1.05,0.27,51.96,-69,-20,-220,115,140,11,3.8,33.3,33.3,19,-1,49,1.4,1,0,0,0,0,27.92,1,0,1,
2562050,-29,0,0,-29,1,-31,5946,1,1,1,10,0.5,85,2,180,3.34,-82.83,175.53,176.66,175.56,3.33,2.84,48.42,-69,-20,-220,115,140,11,3.8,33.3,33.3,19,-1,49,1.4,1,0,0,0,0,27.92,1,0,1,
2563050,-35,0,0,-35,0,-40,0,1,1,1,10,0.5,85,2,180,2.5,-80.12,176.36,177.27,176.39,2.13,1.83,50.8,-69,-20,-220,115,140,11,3.9,33.3,33.3,19,-1,49,1.4,1,0,0,0,0,8.41,1,0,1,
2564050,-39,0,0,-39,1,-39,7346,1,1,1,10,0.5,85,2,180,3.31,-76.64,176.65,176.46,176.65,1.63,1.13,49.31,-69,-20,-220,115,140,11,3.9,33.3,33.3,19,-1,48,1.5,1,0,0,0,0,62.3,1,0,1,
2565050,-39,0,0,-39,2,-32,0,1,1,1,10,0.5,85,2,180,3.38,-73.38,176.61,176.69,176.61,2.4,2.54,50.8,-69,-20,-220,115,140,11,3.9,33.3,33.3,19,-1,48,1.5,1,0,0,0,0,62.3,1,0,1,
2566050,-32,0,0,-32,1,-32,9405,1,1,1,10,0.5,85,2,180,1.37,-71.44,177,178.51,177.06,2.1,0.31,48.18,-69,-20,-220,115,140,11,3.9,33.3,33.3,19,-1,46,1.5,1,0,0,0,0,9.91,1,0,1,
2567069,-39,0,0,-39,0,-50,0,1,1,1,10,0.5,85,2,180,-0.62,-71.15,178.06,180.41,178.18,2.71,2.58,23.88,-69,-20,-220,115,140,11,3.8,33.3,33.3,19,-1,46,0.7,1,0,0,0,0,27.95,1,0,1,
2568050,-54,0,0,-54,1,-54,11904,1,1,1,10,0.5,85,2,180,0.36,-70.6,178.81,179.37,178.83,2.56,2.29,51.4,-69,-20,-220,115,140,11,3.8,33.3,33.3,19,-1,47,0.7,1,0,0,0,0,27.95,1,0,1,
2569050,-54,0,0,-54,2,-45,0,1,1,1,10,0.5,85,2,180,2.46,-68.43,178.53,177.54,178.51,3.42,1.87,23.85,-69,-20,-220,115,140,11,3.8,33.3,33.3,19,-1,45,0.7,1,0,0,0,0,62.3,1,0,1,
