Millis,m_currentPosition,m_pressedButtonDebug,m_bytesToSent,CurrentPosition,CurrentDirection,TargetPosition,MSStopped,startButton,stopButton,parkingButton,m_P,m_I,m_D,m_goalType,m_goal,m_lastError,m_errorSum,m_lastFilteredYaw,,yaw,pitch,roll,freq,magMin[0],magMin[1],magMin[2],magMax[0],magMax[1],magMax[2],m_speed,m_speed.tripMileage,m_speed.totalMileage,m_speed.waterTemp,m_lampIntensity,m_wind.apparentAngle,m_wind.apparentSpeed,m_wind.displayInKnots,m_wind.displayInMpS,m_depth.anchorAlarm,m_depth.deepAlarm,m_depth.defective,m_depth.depthBelowTransductor,m_depth.metricUnits,m_depth.shallowAlarm,m_depth.unknown,Position,
283070,12,0,0,12,2,18,0,1,1,1,2.00,0.20,8.00,2,95.00,4.47,52.49,93.80,,91.50,9.85,-8.51,23.15,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,45.40,45.40,20.00,-1,32.00,1.80,1,0,0,0,0,34.69,1,0,1,,
284050,17,0,0,17,0,9,0,1,1,1,2.00,0.20,8.00,2,95.00,-0.84,52.87,93.79,,95.57,11.09,-8.59,50.88,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.72,45.40,21.00,-1,34.00,1.80,1,0,0,0,0,34.69,1,0,1,,
285070,9,0,0,9,2,14,0,1,1,1,2.00,0.20,8.00,2,95.00,2.44,54.84,93.82,,93.06,9.82,-6.89,23.28,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.72,45.40,21.00,-1,34.00,1.80,1,0,0,0,0,34.69,1,0,1,,
286050,14,0,0,14,1,14,23106,1,1,1,2.00,0.20,8.00,2,95.00,0.81,55.51,93.84,,94.14,10.26,-7.56,51.10,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.72,45.40,20.00,-1,32.00,1.80,1,0,0,0,0,12.16,1,0,1,,
287056,14,0,0,14,1,14,23106,1,1,1,2.00,0.20,8.00,2,95.00,1.18,56.89,93.79,,94.32,9.93,-7.08,134.70,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.72,45.40,20.00,-1,30.00,1.80,1,0,0,0,0,69.86,1,0,1,,
288050,14,0,0,14,1,14,23106,1,1,1,2.00,0.20,8.00,2,95.00,2.17,58.27,93.77,,93.54,10.33,-7.52,48.58,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.72,45.40,20.00,-1,31.00,1.80,1,0,0,0,0,69.86,1,0,1,,
289050,14,0,0,14,1,14,23106,1,1,1,2.00,0.20,8.00,2,95.00,1.04,59.89,93.81,,93.79,10.78,-7.38,104.30,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.72,45.40,20.00,-1,32.00,1.70,1,0,0,0,0,31.73,1,0,1,,
290050,14,0,0,14,1,14,23106,1,1,1,2.00,0.20,8.00,2,95.00,-0.57,59.22,94.03,,95.52,10.09,-7.24,49.39,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,21.00,-1,33.00,1.70,1,0,0,0,0,31.73,1,0,1,,
291050,14,0,0,14,1,14,23106,1,1,1,2.00,0.20,8.00,2,95.00,0.55,60.09,94.06,,94.26,9.65,-6.70,51.78,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,20.00,-1,32.00,1.70,1,0,0,0,0,31.73,1,0,1,,
292050,14,0,0,14,1,18,23106,1,1,1,2.00,0.20,8.00,2,95.00,3.46,62.41,94.04,,91.09,11.10,-7.46,49.75,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,20.00,-1,31.00,1.70,1,0,0,0,0,15.15,1,0,1,,
293050,14,0,0,14,1,14,23106,1,1,1,2.00,0.20,8.00,2,95.00,2.91,64.31,93.77,,92.64,9.59,-7.57,51.86,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,21.00,-1,32.00,1.70,1,0,0,0,0,15.15,1,0,1,,
294050,14,0,0,14,1,11,23106,1,1,1,2.00,0.20,8.00,2,95.00,-0.69,63.47,94.05,,95.51,9.88,-7.20,48.30,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,20.00,-1,32.00,1.60,1,0,0,0,0,10.67,1,0,1,,
295050,14,0,0,14,1,14,23106,1,1,1,2.00,0.20,8.00,2,95.00,-1.58,63.65,94.18,,96.60,10.91,-7.79,50.68,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,20.00,-1,31.00,1.60,1,0,0,0,0,69.65,1,0,1,,
296070,14,0,0,14,1,14,23106,1,1,1,2.00,0.20,8.00,2,95.00,3.16,65.67,94.25,,92.94,8.65,-7.57,23.85,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,21.00,-1,32.00,1.60,1,0,0,0,0,7.65,1,0,1,,
297050,9,0,0,9,2,14,0,1,1,1,2.00,0.20,8.00,2,95.00,1.02,65.10,94.46,,93.80,10.63,-7.35,49.58,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,21.00,-1,32.00,1.50,1,0,0,0,0,7.65,1,0,1,,
298050,14,0,0,14,0,7,0,1,1,1,2.00,0.20,8.00,2,95.00,-2.77,63.90,94.50,,97.61,11.47,-7.67,23.76,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.90,1.72,45.40,21.00,-1,31.00,1.50,1,0,0,0,0,7.65,1,0,1,,
299051,8,0,0,8,1,8,36306,1,1,1,2.00,0.20,8.00,2,95.00,-1.94,62.37,94.85,,97.10,10.44,-7.51,49.45,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.90,1.72,45.40,20.00,-1,32.00,1.50,1,0,0,0,0,7.65,1,0,1,,
300050,15,0,0,15,2,21,0,1,1,1,2.00,0.20,8.00,2,95.00,3.57,65.12,94.59,,93.09,8.80,-7.38,94.95,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.90,1.72,45.40,21.00,-1,32.00,1.50,1,0,0,0,0,7.65,1,0,1,,
301050,15,0,0,15,1,15,38766,1,1,1,2.00,0.20,8.00,2,95.00,-0.52,65.15,94.62,,95.73,10.07,-7.26,48.16,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.90,1.72,45.40,20.00,-1,32.00,1.50,1,0,0,0,0,7.65,1,0,1,,
302050,15,0,0,15,1,15,38766,1,1,1,2.00,0.20,8.00,2,95.00,0.11,65.34,94.72,,94.65,10.54,-7.78,51.46,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.90,1.72,45.40,21.00,-1,33.00,1.50,1,0,0,0,0,7.65,1,0,1,,
303050,15,0,0,15,1,15,38766,1,1,1,2.00,0.20,8.00,2,95.00,1.06,67.16,94.51,,93.98,11.45,-8.04,49.50,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.90,1.72,45.40,21.00,-1,33.00,1.50,1,0,0,0,0,10.67,1,0,1,,
304050,15,0,0,15,1,15,38766,1,1,1,2.00,0.20,8.00,2,95.00,0.96,68.20,94.42,,93.67,11.35,-7.80,49.45,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.90,1.72,45.40,20.00,-1,34.00,1.50,1,0,0,0,0,10.67,1,0,1,,
305050,15,0,0,15,1,15,38766,1,1,1,2.00,0.20,8.00,2,95.00,2.29,70.82,94.13,,92.72,10.84,-8.74,51.23,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.80,1.72,45.40,21.00,-1,35.00,1.60,1,0,0,0,0,10.67,1,0,1,,
306050,15,0,0,15,1,15,38766,1,1,1,2.00,0.20,8.00,2,95.00,1.43,72.93,93.94,,93.04,11.98,-7.95,49.44,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.80,1.72,45.40,20.00,-1,35.00,1.60,1,0,0,0,0,10.67,1,0,1,,
307069,15,0,0,15,1,15,38766,1,1,1,2.00,0.20,8.00,2,95.00,1.85,74.32,93.93,,93.95,10.36,-9.53,23.76,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.80,1.72,45.40,21.00,-1,36.00,1.60,1,0,0,0,0,10.67,1,0,1,,
308050,15,0,0,15,1,15,38766,1,1,1,2.00,0.20,8.00,2,95.00,0.76,74.53,94.10,,93.97,10.45,-8.69,48.78,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.80,1.72,45.40,20.00,-1,35.00,1.60,1,0,0,0,0,10.67,1,0,1,,
309050,15,0,0,15,2,20,0,1,1,1,2.00,0.20,8.00,2,95.00,2.44,76.37,93.96,,92.75,10.95,-7.85,23.66,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.80,1.72,45.40,21.00,-1,34.00,1.60,1,0,0,0,0,10.67,1,0,1,,
310050,19,0,0,19,1,19,47056,1,1,1,2.00,0.20,8.00,2,95.00,0.34,76.57,94.01,,94.77,11.33,-9.07,48.57,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.80,1.72,45.40,20.00,-1,34.00,1.70,1,0,0,0,0,10.70,1,0,1,,
311050,13,0,0,13,2,19,0,1,1,1,2.00,0.20,8.00,2,95.00,2.62,77.04,94.21,,92.46,10.89,-7.39,101.42,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.80,1.72,45.40,21.00,-1,33.00,1.70,1,0,0,0,0,66.42,1,0,1,,
312050,19,0,0,19,1,19,49156,1,1,1,2.00,0.20,8.00,2,95.00,0.67,78.62,93.96,,94.77,11.28,-8.74,51.17,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.90,1.72,45.40,20.00,-1,33.00,1.70,1,0,0,0,0,66.42,1,0,1,,
313050,13,0,0,13,1,13,50756,1,1,1,2.00,0.20,8.00,2,95.00,-0.53,77.50,94.25,,95.45,12.06,-9.00,49.01,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.90,1.72,45.40,21.00,-1,34.00,1.80,1,0,0,0,0,30.24,1,0,1,,
314050,13,0,0,13,1,13,50756,1,1,1,2.00,0.20,8.00,2,95.00,0.84,77.52,94.36,,94.42,10.57,-7.50,51.32,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.90,1.72,45.40,20.00,-1,34.00,1.80,1,0,0,0,0,30.24,1,0,1,,
315051,18,0,0,18,1,18,52625,1,1,1,2.00,0.20,8.00,2,95.00,0.58,78.66,94.30,,94.46,10.91,-8.21,48.26,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.90,1.72,45.40,21.00,-1,35.00,1.80,1,0,0,0,0,15.24,1,0,1,,
316050,19,0,0,19,1,19,52625,1,1,1,2.00,0.20,8.00,2,95.00,0.79,79.69,94.25,,94.21,11.53,-8.52,50.76,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.90,1.72,45.40,21.00,-1,34.00,1.00,1,0,0,0,0,65.93,1,0,1,,
317050,19,0,0,19,0,13,0,1,1,1,2.00,0.20,8.00,2,95.00,-1.46,79.97,94.39,,96.72,11.16,-7.85,49.35,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.90,1.72,45.40,21.00,-1,33.00,1.00,1,0,0,0,0,65.93,1,0,1,,
318069,13,0,0,13,1,13,55356,1,1,1,2.00,0.20,8.00,2,95.00,-1.86,78.31,94.74,,96.34,11.85,-8.79,23.80,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,21.00,-1,34.00,1.00,1,0,0,0,0,65.93,1,0,1,,
319050,13,0,0,13,1,13,55356,1,1,1,2.00,0.20,8.00,2,95.00,0.39,78.07,94.84,,94.59,11.66,-7.98,48.79,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,21.00,-1,33.00,1.00,1,0,0,0,0,31.73,1,0,1,,
320050,13,0,0,13,1,13,55356,1,1,1,2.00,0.20,8.00,2,95.00,-1.49,76.99,95.05,,96.63,10.43,-8.42,23.53,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,21.00,-1,32.00,1.00,1,0,0,0,0,15.18,1,0,1,,
321050,13,0,0,13,1,13,55356,1,1,1,2.00,0.20,8.00,2,95.00,-1.91,75.63,95.35,,96.43,11.36,-8.89,51.50,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,21.00,-1,32.00,1.00,1,0,0,0,0,33.25,1,0,1,,
322050,13,0,0,13,0,7,0,1,1,1,2.00,0.20,8.00,2,95.00,-4.03,72.15,95.78,,98.65,11.55,-7.81,116.99,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,21.00,-1,31.00,1.00,1,0,0,0,0,16.67,1,0,1,,
323050,8,0,0,8,2,14,0,1,1,1,2.00,0.20,8.00,2,95.00,0.44,71.13,96.01,,94.24,10.49,-7.38,50.63,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,20.00,-1,31.00,1.20,1,0,0,0,0,16.67,1,0,1,,
324050,15,0,0,15,1,12,61106,1,1,1,2.00,0.20,8.00,2,95.00,-0.77,70.97,95.83,,96.17,9.66,-8.29,49.07,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,20.00,-1,32.00,1.20,1,0,0,0,0,64.68,1,0,1,,
325050,15,0,0,15,1,8,61106,1,1,1,2.00,0.20,8.00,2,95.00,-2.64,69.62,95.91,,97.72,10.60,-7.04,52.08,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.72,45.40,20.00,-1,31.00,1.20,1,0,0,0,0,28.74,1,0,1,,
326050,8,0,0,8,2,17,0,1,1,1,2.00,0.20,8.00,2,95.00,1.91,69.74,95.92,,93.09,9.67,-7.92,48.19,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.72,45.40,20.00,-1,32.00,1.10,1,0,0,0,0,28.74,1,0,1,,
327050,17,0,0,17,1,17,64206,1,1,1,2.00,0.20,8.00,2,95.00,-0.45,70.09,95.59,,95.49,11.30,-8.58,51.36,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.72,45.40,20.00,-1,31.00,1.10,1,0,0,0,0,64.53,1,0,1,,
328050,9,0,0,9,1,9,320,1,1,1,2.00,0.20,8.00,2,95.00,-2.83,67.25,95.83,,97.46,11.70,-8.06,50.73,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.72,45.40,21.00,-1,31.00,1.10,1,0,0,0,0,64.53,1,0,1,,
329070,9,0,0,9,1,9,320,1,1,1,2.00,0.20,8.00,2,95.00,-0.89,64.57,96.19,,95.05,12.00,-8.41,23.39,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.72,45.40,21.00,-1,32.00,1.10,1,0,0,0,0,30.18,1,0,1,,
330050,9,0,0,9,1,9,320,1,1,1,2.00,0.20,8.00,2,95.00,-0.93,64.25,95.93,,96.20,10.78,-8.69,51.62,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.72,45.40,21.00,-1,31.00,1.10,1,0,0,0,0,18.20,1,0,1,,
331058,9,0,0,9,1,9,320,1,1,1,2.00,0.20,8.00,2,95.00,0.28,63.28,96.00,,95.08,11.21,-7.92,132.21,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,20.00,-1,31.00,1.10,1,0,0,0,0,64.16,1,0,1,,
332050,9,0,0,9,2,15,0,1,1,1,2.00,0.20,8.00,2,95.00,1.30,64.12,95.77,,93.65,10.89,-7.53,50.84,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,20.00,-1,30.00,1.10,1,0,0,0,0,64.16,1,0,1,,
333050,15,0,0,15,1,15,4570,1,1,1,2.00,0.20,8.00,2,95.00,2.25,64.80,95.54,,92.77,10.45,-7.78,105.66,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,20.00,-1,30.00,1.10,1,0,0,0,0,64.16,1,0,1,,
334050,15,0,0,15,1,12,4570,1,1,1,2.00,0.20,8.00,2,95.00,-0.12,65.12,95.37,,94.29,11.07,-8.18,52.35,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,20.00,-1,31.00,1.00,1,0,0,0,0,64.16,1,0,1,,
335050,15,0,0,15,1,15,4570,1,1,1,2.00,0.20,8.00,2,95.00,-0.10,65.20,95.20,,95.03,11.16,-7.93,48.66,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,21.00,-1,32.00,1.00,1,0,0,0,0,64.16,1,0,1,,
336050,15,0,0,15,0,10,0,1,1,1,2.00,0.20,8.00,2,95.00,-1.23,65.29,95.08,,96.70,11.22,-8.43,48.54,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.72,45.40,20.00,-1,33.00,1.00,1,0,0,0,0,63.70,1,0,1,,
337050,11,0,0,11,1,11,8670,1,1,1,2.00,0.20,8.00,2,95.00,-0.91,65.37,95.04,,96.18,10.05,-8.44,51.27,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.72,45.40,20.00,-1,32.00,1.80,1,0,0,0,0,63.70,1,0,1,,
338050,11,0,0,11,2,16,0,1,1,1,2.00,0.20,8.00,2,95.00,2.14,66.76,95.01,,92.35,11.09,-7.79,48.68,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.72,45.40,20.00,-1,33.00,1.80,1,0,0,0,0,63.40,1,0,1,,
339050,17,0,0,17,1,17,10570,1,1,1,2.00,0.20,8.00,2,95.00,0.94,67.72,94.77,,94.32,10.37,-7.93,50.72,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.72,45.40,20.00,-1,33.00,1.80,1,0,0,0,0,63.49,1,0,1,,
340070,17,0,0,17,1,17,10570,1,1,1,2.00,0.20,8.00,2,95.00,0.31,68.18,94.68,,93.92,12.35,-8.38,23.11,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.72,45.40,20.00,-1,34.00,1.80,1,0,0,0,0,63.49,1,0,1,,
341050,17,0,0,17,1,17,10570,1,1,1,2.00,0.20,8.00,2,95.00,1.03,69.41,94.50,,93.82,11.73,-8.00,51.23,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.72,45.40,20.00,-1,36.00,1.80,1,0,0,0,0,62.97,1,0,1,,
342056,17,0,0,17,0,11,0,1,1,1,2.00,0.20,8.00,2,95.00,-1.14,68.82,94.64,,97.57,10.38,-9.04,132.35,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.72,45.40,20.00,-1,35.00,1.80,1,0,0,0,0,62.97,1,0,1,,
343050,12,0,0,12,1,12,14670,1,1,1,2.00,0.20,8.00,2,95.00,1.27,69.37,94.85,,93.49,11.27,-7.91,50.70,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.72,45.40,20.00,-1,35.00,1.80,1,0,0,0,0,62.97,1,0,1,,
344050,12,0,0,12,1,12,14670,1,1,1,2.00,0.20,8.00,2,95.00,0.26,69.83,94.80,,93.63,11.55,-7.10,106.61,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,21.00,-1,35.00,1.80,1,0,0,0,0,62.91,1,0,1,,
345050,12,0,0,12,1,12,14670,1,1,1,2.00,0.20,8.00,2,95.00,0.53,70.67,94.65,,94.30,10.48,-8.70,48.52,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,20.00,-1,35.00,1.80,1,0,0,0,0,28.74,1,0,1,,
346050,12,0,0,12,1,12,14670,1,1,1,2.00,0.20,8.00,2,95.00,0.99,71.06,94.67,,94.20,10.93,-8.51,51.72,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,20.00,-1,35.00,1.80,1,0,0,0,0,28.74,1,0,1,,
347051,12,0,0,12,2,19,0,1,1,1,2.00,0.20,8.00,2,95.00,2.66,72.95,94.50,,92.10,11.91,-8.66,48.39,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,20.00,-1,35.00,1.80,1,0,0,0,0,28.74,1,0,1,,
348050,18,0,0,18,1,15,19620,1,1,1,2.00,0.20,8.00,2,95.00,0.48,74.57,94.26,,94.71,10.87,-8.76,50.16,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,21.00,-1,37.00,1.80,1,0,0,0,0,28.74,1,0,1,,
349050,18,0,0,18,1,13,19620,1,1,1,2.00,0.20,8.00,2,95.00,-1.04,74.11,94.45,,95.91,11.88,-8.31,49.12,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,21.00,-1,36.00,1.80,1,0,0,0,0,28.74,1,0,1,,
350050,19,0,0,19,1,19,22075,1,1,1,2.00,0.20,8.00,2,95.00,1.58,76.33,94.23,,93.33,12.23,-9.44,51.40,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,21.00,-1,35.00,1.10,1,0,0,0,0,62.42,1,0,1,,
351069,14,0,0,14,1,14,23176,1,1,1,2.00,0.20,8.00,2,95.00,-0.30,75.72,94.37,,94.35,12.38,-9.28,23.77,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,20.00,-1,35.00,1.10,1,0,0,0,0,18.23,1,0,1,,
352050,14,0,0,14,1,14,23176,1,1,1,2.00,0.20,8.00,2,95.00,-0.61,76.22,94.19,,96.47,10.35,-8.14,48.79,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.00,1.72,45.40,20.00,-1,36.00,1.10,1,0,0,0,0,18.23,1,0,1,,
353056,14,0,0,14,2,19,0,1,1,1,2.00,0.20,8.00,2,95.00,2.22,78.30,94.16,,94.19,10.23,-8.86,141.24,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.72,45.40,21.00,-1,36.00,1.10,1,0,0,0,0,62.18,1,0,1,,
354050,19,0,0,19,1,15,25588,1,1,1,2.00,0.20,8.00,2,95.00,-0.04,78.43,94.26,,95.08,11.62,-8.27,48.68,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.72,45.40,21.00,-1,37.00,1.10,1,0,0,0,0,30.24,1,0,1,,
355050,19,0,0,19,1,19,25588,1,1,1,2.00,0.20,8.00,2,95.00,0.66,79.06,94.32,,93.66,12.49,-7.82,100.56,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.72,45.40,20.00,-1,37.00,1.10,1,0,0,0,0,30.24,1,0,1,,
356050,19,0,0,19,1,19,25588,1,1,1,2.00,0.20,8.00,2,95.00,1.60,79.82,94.29,,93.60,11.50,-8.94,49.50,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.82,45.40,20.00,-1,37.00,1.00,1,0,0,0,0,16.67,1,0,1,,
357050,15,0,0,15,1,17,29170,1,1,1,2.00,0.20,8.00,2,95.00,1.21,80.09,94.31,,93.80,12.48,-9.31,51.62,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.82,45.40,20.00,-1,38.00,1.00,1,0,0,0,0,16.67,1,0,1,,
358050,15,0,0,15,1,15,29170,1,1,1,2.00,0.20,8.00,2,95.00,-1.69,78.93,94.52,,96.66,12.32,-9.65,48.31,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.10,1.82,45.40,20.00,-1,37.00,1.00,1,0,0,0,0,61.66,1,0,1,,
359050,15,0,0,15,1,15,29170,1,1,1,2.00,0.20,8.00,2,95.00,-1.00,76.91,94.98,,96.07,11.65,-8.18,50.68,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.20,1.82,45.40,21.00,-1,36.00,1.00,1,0,0,0,0,61.66,1,0,1,,
360050,15,0,0,15,1,15,29170,1,1,1,2.00,0.20,8.00,2,95.00,-0.53,76.44,95.13,,95.28,11.21,-7.71,52.14,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.20,1.82,45.40,20.00,-1,36.00,1.00,1,0,0,0,0,61.66,1,0,1,,
361050,15,0,0,15,1,17,29170,1,1,1,2.00,0.20,8.00,2,95.00,1.58,78.03,95.08,,93.02,11.27,-8.86,48.18,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.20,1.82,45.40,21.00,-1,34.00,1.10,1,0,0,0,0,61.66,1,0,1,,
362068,15,0,0,15,1,15,29170,1,1,1,2.00,0.20,8.00,2,95.00,-2.03,76.91,95.15,,96.59,11.22,-9.68,24.25,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.20,1.82,45.40,20.00,-1,32.00,1.10,1,0,0,0,0,61.66,1,0,1,,
363051,15,0,0,15,1,15,29170,1,1,1,2.00,0.20,8.00,2,95.00,-1.22,75.41,95.35,,96.25,10.43,-7.74,48.86,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.20,1.82,45.40,21.00,-1,32.00,1.10,1,0,0,0,0,61.66,1,0,1,,
364050,15,0,0,15,1,15,29170,1,1,1,2.00,0.20,8.00,2,95.00,-2.29,73.12,95.75,,98.22,9.59,-8.09,23.28,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.20,1.82,45.40,20.00,-1,33.00,1.00,1,0,0,0,0,61.66,1,0,1,,
365050,11,0,0,11,1,11,37120,1,1,1,2.00,0.20,8.00,2,95.00,-2.55,70.17,96.15,,97.93,9.95,-7.75,49.48,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.20,1.82,45.40,20.00,-1,33.00,1.00,1,0,0,0,0,61.66,1,0,1,,
366050,11,0,0,11,1,11,37120,1,1,1,2.00,0.20,8.00,2,95.00,-2.25,67.71,96.45,,97.26,10.88,-8.31,108.04,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,1.82,45.40,20.00,-1,32.00,1.00,1,0,0,0,0,61.66,1,0,1,,
367050,11,0,0,11,1,8,37120,1,1,1,2.00,0.20,8.00,2,95.00,-2.89,65.61,96.61,,97.58,11.65,-8.24,48.96,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,1.82,45.40,20.00,-1,31.00,1.00,1,0,0,0,0,61.54,1,0,1,,
368050,11,0,0,11,1,11,37120,1,1,1,2.00,0.20,8.00,2,95.00,-2.52,63.50,96.71,,97.44,10.93,-7.64,48.68,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,1.82,45.40,21.00,-1,31.00,1.00,1,0,0,0,0,28.77,1,0,1,,
369050,11,0,0,11,0,5,0,1,1,1,2.00,0.20,8.00,2,95.00,-3.48,60.88,96.77,,99.01,10.68,-8.52,51.47,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,1.82,45.40,20.00,-1,30.00,1.10,1,0,0,0,0,15.18,1,0,1,,
370050,6,0,0,6,1,6,41771,1,1,1,2.00,0.20,8.00,2,95.00,-1.57,57.64,97.08,,96.61,10.37,-7.88,49.18,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,1.82,45.40,21.00,-1,30.00,1.10,1,0,0,0,0,15.18,1,0,1,,
371050,6,0,0,6,1,6,41771,1,1,1,2.00,0.20,8.00,2,95.00,-1.46,56.87,96.88,,96.40,9.98,-7.70,50.69,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,1.82,45.40,20.00,-1,31.00,1.10,1,0,0,0,0,30.24,1,0,1,,
372050,6,0,0,6,2,18,0,1,1,1,2.00,0.20,8.00,2,95.00,2.45,56.83,96.54,,93.20,9.82,-8.34,48.88,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,1.82,45.40,20.00,-1,32.00,1.20,1,0,0,0,0,30.24,1,0,1,,
373068,8,0,0,8,1,8,45388,1,1,1,2.00,0.20,8.00,2,95.00,0.34,56.01,96.41,,94.95,9.92,-7.98,24.01,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,1.82,45.40,21.00,-1,32.00,1.20,1,0,0,0,0,61.63,1,0,1,,
374050,8,0,0,8,1,10,45388,1,1,1,2.00,0.20,8.00,2,95.00,-0.39,56.05,96.17,,95.51,11.32,-8.68,48.62,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.30,1.82,45.40,20.00,-1,31.00,1.20,1,0,0,0,0,61.63,1,0,1,,
