Millis,m_currentPosition,m_pressedButtonDebug,m_bytesToSent,CurrentPosition,CurrentDirection,TargetPosition,MSStopped,startButton,stopButton,parkingButton,m_P,m_I,m_D,m_goalType,m_goal,m_lastError,m_errorSum,m_lastFilteredYaw,,yaw,pitch,roll,freq,magMin[0],magMin[1],magMin[2],magMax[0],magMax[1],magMax[2],m_speed,m_speed.tripMileage,m_speed.totalMileage,m_speed.waterTemp,m_lampIntensity,m_wind.apparentAngle,m_wind.apparentSpeed,m_wind.displayInKnots,m_wind.displayInMpS,m_depth.anchorAlarm,m_depth.deepAlarm,m_depth.defective,m_depth.depthBelowTransductor,m_depth.metricUnits,m_depth.shallowAlarm,m_depth.unknown,Position,
1104050,47,0,0,47,1,47,55274,1,1,1,2.00,0.20,8.00,2,200.00,1.34,225.91,198.92,,198.45,-1.13,-0.17,49.45,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.60,46.60,20.00,-1,322.00,1.70,1,0,0,0,0,13.75,1,0,1,,
1105050,47,0,0,47,1,47,55274,1,1,1,2.00,0.20,8.00,2,200.00,0.38,226.16,199.03,,199.70,-0.84,-0.03,107.94,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.60,46.60,20.00,-1,321.00,1.70,1,0,0,0,0,13.75,1,0,1,,
1106050,47,0,0,47,1,42,55274,1,1,1,2.00,0.20,8.00,2,200.00,-1.65,225.22,199.29,,201.67,-0.95,-0.39,48.92,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.60,46.60,20.00,-1,321.00,1.70,1,0,0,0,0,9.17,1,0,1,,
1107050,42,0,0,42,1,42,57674,1,1,1,2.00,0.20,8.00,2,200.00,-0.48,224.63,199.58,,200.45,-0.65,0.04,51.98,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.60,46.60,20.00,-1,321.00,1.70,1,0,0,0,0,9.17,1,0,1,,
1108050,42,0,0,42,1,42,57674,1,1,1,2.00,0.20,8.00,2,200.00,0.13,224.21,199.78,,199.45,-1.17,-0.35,48.18,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.60,46.60,21.00,-1,321.00,1.70,1,0,0,0,0,9.20,1,0,1,,
1109050,42,0,0,42,1,42,57674,1,1,1,2.00,0.20,8.00,2,200.00,0.71,224.96,199.67,,199.15,-0.24,0.28,50.70,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.60,46.60,21.00,-1,322.00,1.70,1,0,0,0,0,9.20,1,0,1,,
1110050,42,0,0,42,1,43,57674,1,1,1,2.00,0.20,8.00,2,200.00,-0.95,224.69,199.68,,201.17,-0.88,-0.84,48.79,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.60,46.60,20.00,-1,321.00,1.70,1,0,0,0,0,9.20,1,0,1,,
1111050,42,0,0,42,1,42,57674,1,1,1,2.00,0.20,8.00,2,200.00,-2.63,222.54,200.00,,202.86,-0.08,-1.37,51.35,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.60,46.60,20.00,-1,320.00,1.70,1,0,0,0,0,9.20,1,0,1,,
1112070,42,0,0,42,1,42,57674,1,1,1,2.00,0.20,8.00,2,200.00,-0.03,221.85,200.23,,200.06,-0.10,0.36,23.76,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.60,46.60,20.00,-1,320.00,1.70,1,0,0,0,0,9.20,1,0,1,,
1113050,47,0,0,47,1,47,64274,1,1,1,2.00,0.20,8.00,2,200.00,-0.21,222.77,200.06,,200.42,-0.94,0.19,48.80,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.60,46.60,20.00,-1,320.00,1.70,1,0,0,0,0,9.20,1,0,1,,
1114050,42,0,0,42,1,42,65224,1,1,1,2.00,0.20,8.00,2,200.00,0.28,222.22,200.22,,199.79,-1.67,0.29,23.42,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.60,46.60,21.00,-1,319.00,1.70,1,0,0,0,0,9.11,1,0,1,,
1115051,42,0,0,42,1,42,65224,1,1,1,2.00,0.20,8.00,2,200.00,0.18,222.10,200.19,,199.81,-0.44,-1.56,48.74,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.60,46.60,21.00,-1,318.00,1.60,1,0,0,0,0,9.11,1,0,1,,
1116050,42,0,0,42,1,42,65224,1,1,1,2.00,0.20,8.00,2,200.00,0.45,222.64,200.00,,199.73,0.15,-0.18,104.52,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.60,46.60,21.00,-1,319.00,1.60,1,0,0,0,0,7.71,1,0,1,,
1117050,42,0,0,42,1,42,65224,1,1,1,2.00,0.20,8.00,2,200.00,-0.21,222.51,200.03,,200.34,-0.89,-0.60,48.49,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.60,46.60,21.00,-1,319.00,1.60,1,0,0,0,0,13.75,1,0,1,,
1118050,42,0,0,42,1,42,65224,1,1,1,2.00,0.20,8.00,2,200.00,-0.99,222.01,200.06,,201.02,-0.02,-0.55,50.95,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.60,46.60,21.00,-1,319.00,1.60,1,0,0,0,0,13.75,1,0,1,,
1119050,42,0,0,42,1,43,65224,1,1,1,2.00,0.20,8.00,2,200.00,-0.60,221.66,200.13,,200.61,-0.96,-0.40,48.56,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.60,46.60,21.00,-1,318.00,1.60,1,0,0,0,0,13.75,1,0,1,,
1120050,42,0,0,42,1,42,65224,1,1,1,2.00,0.20,8.00,2,200.00,-0.46,221.75,200.08,,200.75,-0.47,-0.09,48.71,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.60,46.60,19.00,-1,319.00,1.60,1,0,0,0,0,13.75,1,0,1,,
1121050,42,0,0,42,1,42,65224,1,1,1,2.00,0.20,8.00,2,200.00,-0.26,221.46,200.18,,200.17,-0.33,-0.30,52.05,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.60,46.60,21.00,-1,320.00,1.60,1,0,0,0,0,13.72,1,0,1,,
1122050,42,0,0,42,1,42,65224,1,1,1,2.00,0.20,8.00,2,200.00,-0.53,220.66,200.27,,200.52,-0.62,-0.66,48.86,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,19.00,-1,321.00,1.60,1,0,0,0,0,13.72,1,0,1,,
1123068,42,0,0,42,1,42,65224,1,1,1,2.00,0.20,8.00,2,200.00,-0.55,220.39,200.25,,200.83,-0.52,-0.97,24.14,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,19.00,-1,322.00,1.50,1,0,0,0,0,13.72,1,0,1,,
1124050,42,0,0,42,1,42,65224,1,1,1,2.00,0.20,8.00,2,200.00,-1.31,218.86,200.49,,200.88,-0.35,-0.64,48.83,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.00,46.70,46.70,19.00,-1,322.00,1.50,1,0,0,0,0,13.72,1,0,1,,
1125056,42,0,0,42,1,42,65224,1,1,1,2.00,0.20,8.00,2,200.00,0.58,219.22,200.43,,199.75,0.06,-0.51,146.97,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.00,46.70,46.70,19.00,-1,320.00,1.50,1,0,0,0,0,13.72,1,0,1,,
1126050,42,0,0,42,1,46,65224,1,1,1,2.00,0.20,8.00,2,200.00,1.74,219.69,200.34,,198.21,-0.50,-0.66,48.84,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.00,46.70,46.70,19.00,-1,319.00,1.60,1,0,0,0,0,27.28,1,0,1,,
1127050,42,0,0,42,1,42,65224,1,1,1,2.00,0.20,8.00,2,200.00,-0.47,219.55,200.21,,200.59,-0.29,-1.33,93.21,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.00,46.70,46.70,19.00,-1,320.00,1.60,1,0,0,0,0,7.71,1,0,1,,
1128050,42,0,0,42,1,42,65224,1,1,1,2.00,0.20,8.00,2,200.00,-0.01,219.15,200.24,,200.24,0.36,-0.31,52.07,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.00,46.70,46.70,21.00,-1,321.00,1.60,1,0,0,0,0,7.71,1,0,1,,
1129050,42,0,0,42,1,42,65224,1,1,1,2.00,0.20,8.00,2,200.00,-1.00,218.57,200.30,,200.91,-0.71,0.44,49.19,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.00,46.70,46.70,20.00,-1,321.00,1.60,1,0,0,0,0,7.71,1,0,1,,
1130050,42,0,0,42,1,42,65224,1,1,1,2.00,0.20,8.00,2,200.00,1.42,218.71,200.31,,198.52,-1.05,0.16,50.74,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.00,46.70,46.70,20.00,-1,321.00,1.60,1,0,0,0,0,84.83,1,0,1,,
1131051,42,0,0,42,1,42,65224,1,1,1,2.00,0.20,8.00,2,200.00,-0.26,218.50,200.21,,200.17,-0.87,-2.37,48.25,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,20.00,-1,319.00,1.60,1,0,0,0,0,84.83,1,0,1,,
1132050,42,0,0,42,1,42,65224,1,1,1,2.00,0.20,8.00,2,200.00,0.69,218.86,200.12,,199.32,-1.30,0.59,51.42,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,20.00,-1,320.00,1.60,1,0,0,0,0,84.83,1,0,1,,
1133050,42,0,0,42,1,42,65224,1,1,1,2.00,0.20,8.00,2,200.00,1.26,220.37,199.95,,198.85,-0.44,0.23,49.39,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,21.00,-1,321.00,1.60,1,0,0,0,0,84.83,1,0,1,,
1134068,42,0,0,42,1,42,65224,1,1,1,2.00,0.20,8.00,2,200.00,-0.60,220.15,199.95,,200.59,-0.76,-0.99,24.27,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,19.00,-1,320.00,1.70,1,0,0,0,0,84.83,1,0,1,,
1135050,42,0,0,42,1,42,65224,1,1,1,2.00,0.20,8.00,2,200.00,-1.07,219.56,200.05,,201.09,-0.09,-0.55,49.41,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,21.00,-1,321.00,1.70,1,0,0,0,0,10.70,1,0,1,,
1136055,42,0,0,42,1,42,65224,1,1,1,2.00,0.20,8.00,2,200.00,-1.02,218.61,200.16,,201.02,-0.47,-0.54,148.02,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,21.00,-1,320.00,1.70,1,0,0,0,0,10.70,1,0,1,,
1137050,42,0,0,42,1,42,65224,1,1,1,2.00,0.20,8.00,2,200.00,0.99,219.37,200.10,,198.72,-0.78,-0.01,50.74,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,21.00,-1,321.00,1.70,1,0,0,0,0,10.70,1,0,1,,
1138050,42,0,0,42,1,42,65224,1,1,1,2.00,0.20,8.00,2,200.00,1.63,220.63,199.94,,198.70,-1.21,0.32,96.56,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,21.00,-1,321.00,1.70,1,0,0,0,0,10.70,1,0,1,,
1139050,42,0,0,42,1,45,65224,1,1,1,2.00,0.20,8.00,2,200.00,0.38,221.37,199.79,,199.66,-0.80,0.02,51.41,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,19.00,-1,322.00,1.60,1,0,0,0,0,10.70,1,0,1,,
1140050,42,0,0,42,1,47,65224,1,1,1,2.00,0.20,8.00,2,200.00,1.73,222.47,199.71,,197.97,-1.25,-0.17,48.59,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,19.00,-1,322.00,1.60,1,0,0,0,0,18.26,1,0,1,,
1141050,51,0,0,51,1,51,26788,1,1,1,2.00,0.20,8.00,2,200.00,1.63,224.88,199.31,,198.51,-1.27,0.17,50.74,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,21.00,-1,323.00,1.60,1,0,0,0,0,18.26,1,0,1,,
1142050,51,0,0,51,0,46,0,1,1,1,2.00,0.20,8.00,2,200.00,0.79,225.90,199.16,,199.33,-0.76,-0.38,48.23,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,21.00,-1,322.00,1.60,1,0,0,0,0,18.26,1,0,1,,
1143050,46,0,0,46,1,42,28138,1,1,1,2.00,0.20,8.00,2,200.00,-1.31,225.23,199.31,,201.62,0.05,-0.32,50.75,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,21.00,-1,322.00,1.60,1,0,0,0,0,10.73,1,0,1,,
1144050,45,0,0,45,1,46,28138,1,1,1,2.00,0.20,8.00,2,200.00,1.17,225.98,199.41,,198.78,-0.88,-0.48,51.32,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,19.00,-1,320.00,1.60,1,0,0,0,0,10.73,1,0,1,,
1145069,45,0,0,45,1,45,28138,1,1,1,2.00,0.20,8.00,2,200.00,-1.03,225.13,199.57,,201.20,-0.42,-0.00,23.56,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,21.00,-1,320.00,1.60,1,0,0,0,0,10.73,1,0,1,,
1146050,45,0,0,45,1,45,28138,1,1,1,2.00,0.20,8.00,2,200.00,-0.88,223.76,199.90,,200.87,-1.09,-0.28,52.04,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,19.00,-1,320.00,1.60,1,0,0,0,0,10.73,1,0,1,,
1147056,45,0,0,45,1,45,28138,1,1,1,2.00,0.20,8.00,2,200.00,-0.01,223.30,200.03,,199.27,-0.99,0.49,143.93,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,19.00,-1,321.00,1.60,1,0,0,0,0,9.20,1,0,1,,
1148050,45,0,0,45,1,45,28138,1,1,1,2.00,0.20,8.00,2,200.00,-0.25,223.97,199.84,,200.43,-0.10,-1.34,52.19,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,19.00,-1,322.00,1.60,1,0,0,0,0,9.20,1,0,1,,
1149050,45,0,0,45,1,45,28138,1,1,1,2.00,0.20,8.00,2,200.00,-0.90,223.36,199.92,,200.93,0.08,-1.47,110.28,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.00,46.70,46.70,19.00,-1,322.00,1.60,1,0,0,0,0,9.20,1,0,1,,
1150050,45,0,0,45,1,45,28138,1,1,1,2.00,0.20,8.00,2,200.00,-0.65,222.42,200.11,,200.73,0.19,-0.59,50.83,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.00,46.70,46.70,19.00,-1,321.00,1.60,1,0,0,0,0,9.20,1,0,1,,
1151050,45,0,0,45,1,45,28138,1,1,1,2.00,0.20,8.00,2,200.00,0.16,223.11,200.01,,199.93,-0.30,-0.67,49.14,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.00,46.70,46.70,19.00,-1,320.00,1.60,1,0,0,0,0,7.71,1,0,1,,
1152050,45,0,0,45,1,45,28138,1,1,1,2.00,0.20,8.00,2,200.00,-1.74,221.39,200.21,,201.93,0.43,-1.41,48.03,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.00,46.70,46.70,19.00,-1,319.00,1.60,1,0,0,0,0,7.71,1,0,1,,
1153050,45,0,0,45,1,42,28138,1,1,1,2.00,0.20,8.00,2,200.00,-0.41,220.54,200.36,,200.43,0.43,-0.93,50.47,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.00,46.70,46.70,19.00,-1,317.00,1.40,1,0,0,0,0,7.71,1,0,1,,
1154050,45,0,0,45,0,40,0,1,1,1,2.00,0.20,8.00,2,200.00,-1.74,219.18,200.51,,201.66,-0.11,0.25,49.46,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.00,46.70,46.70,19.00,-1,316.00,1.40,1,0,0,0,0,7.71,1,0,1,,
1155050,41,0,0,41,1,41,40138,1,1,1,2.00,0.20,8.00,2,200.00,-0.30,218.64,200.57,,200.41,-1.37,-0.17,51.61,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,19.00,-1,315.00,1.40,1,0,0,0,0,7.71,1,0,1,,
1156070,41,0,0,41,1,41,40138,1,1,1,2.00,0.20,8.00,2,200.00,-0.36,217.52,200.67,,199.97,-0.80,0.54,23.41,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,21.00,-1,316.00,1.30,1,0,0,0,0,7.71,1,0,1,,
1157050,41,0,0,41,1,43,40138,1,1,1,2.00,0.20,8.00,2,200.00,-0.09,217.96,200.48,,200.08,-0.94,-0.39,51.29,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,19.00,-1,315.00,1.30,1,0,0,0,0,7.71,1,0,1,,
1158056,41,0,0,41,2,46,0,1,1,1,2.00,0.20,8.00,2,200.00,1.97,218.61,200.38,,198.27,-0.74,-0.04,136.46,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,19.00,-1,316.00,1.30,1,0,0,0,0,7.71,1,0,1,,
1159050,45,0,0,45,1,45,44156,1,1,1,2.00,0.20,8.00,2,200.00,0.44,219.37,200.15,,199.56,-1.05,-0.14,51.46,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,19.00,-1,317.00,1.20,1,0,0,0,0,7.71,1,0,1,,
1160050,45,0,0,45,1,45,44156,1,1,1,2.00,0.20,8.00,2,200.00,2.11,220.25,200.00,,197.92,-0.87,-0.11,102.12,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,21.00,-1,316.00,1.20,1,0,0,0,0,13.78,1,0,1,,
1161050,45,0,0,45,1,45,44156,1,1,1,2.00,0.20,8.00,2,200.00,0.49,220.71,199.87,,199.53,-1.13,0.58,49.35,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,21.00,-1,317.00,1.30,1,0,0,0,0,12.25,1,0,1,,
1162050,45,0,0,45,1,46,44156,1,1,1,2.00,0.20,8.00,2,200.00,1.14,222.08,199.65,,198.95,-0.73,-1.61,51.71,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.80,46.70,46.70,21.00,-1,316.00,1.30,1,0,0,0,0,12.25,1,0,1,,
1163051,45,0,0,45,1,45,44156,1,1,1,2.00,0.20,8.00,2,200.00,-0.31,222.17,199.66,,200.18,-0.53,-0.63,48.94,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.80,46.70,46.70,21.00,-1,318.00,1.30,1,0,0,0,0,12.25,1,0,1,,
1164050,45,0,0,45,1,45,44156,1,1,1,2.00,0.20,8.00,2,200.00,-0.10,221.99,199.74,,200.39,0.51,0.18,51.71,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.80,46.70,46.70,21.00,-1,319.00,1.40,1,0,0,0,0,9.17,1,0,1,,
1165050,45,0,0,45,1,45,44156,1,1,1,2.00,0.20,8.00,2,200.00,-0.80,221.00,199.92,,201.09,-0.69,-0.79,48.82,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.80,46.70,46.70,19.00,-1,318.00,1.40,1,0,0,0,0,9.17,1,0,1,,
1166050,45,0,0,45,1,45,44156,1,1,1,2.00,0.20,8.00,2,200.00,0.52,221.37,199.95,,199.42,-0.49,-0.56,51.55,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,19.00,-1,319.00,1.40,1,0,0,0,0,9.17,1,0,1,,
1167070,45,0,0,45,1,45,44156,1,1,1,2.00,0.20,8.00,2,200.00,-0.78,221.27,199.91,,200.71,0.30,-0.96,23.22,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,19.00,-1,319.00,1.60,1,0,0,0,0,9.17,1,0,1,,
1168050,45,0,0,45,1,45,44156,1,1,1,2.00,0.20,8.00,2,200.00,-0.53,220.75,200.01,,200.63,-1.34,-0.11,48.37,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,21.00,-1,321.00,1.60,1,0,0,0,0,9.17,1,0,1,,
1169057,40,0,0,40,1,40,54638,1,1,1,2.00,0.20,8.00,2,200.00,-1.29,219.15,200.25,,201.10,-0.85,0.23,137.74,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,19.00,-1,321.00,1.60,1,0,0,0,0,9.17,1,0,1,,
1170050,40,0,0,40,1,40,54638,1,1,1,2.00,0.20,8.00,2,200.00,-0.74,218.72,200.25,,200.95,-0.67,-1.60,48.72,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,19.00,-1,319.00,1.60,1,0,0,0,0,9.17,1,0,1,,
1171050,40,0,0,40,1,40,54638,1,1,1,2.00,0.20,8.00,2,200.00,-1.56,217.69,200.34,,201.48,-0.57,-0.70,102.54,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,21.00,-1,318.00,1.60,1,0,0,0,0,9.17,1,0,1,,
1172050,40,0,0,40,1,40,54638,1,1,1,2.00,0.20,8.00,2,200.00,-0.40,217.69,200.30,,200.54,-0.34,-0.83,48.71,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,19.00,-1,317.00,1.40,1,0,0,0,0,9.20,1,0,1,,
1173050,40,0,0,40,2,45,0,1,1,1,2.00,0.20,8.00,2,200.00,0.84,218.61,200.17,,199.33,-0.77,-0.59,51.40,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,21.00,-1,317.00,1.40,1,0,0,0,0,9.20,1,0,1,,
1174050,44,0,0,44,1,44,59138,1,1,1,2.00,0.20,8.00,2,200.00,0.99,219.71,200.00,,198.90,-1.02,1.12,49.01,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.70,46.70,19.00,-1,318.00,1.40,1,0,0,0,0,9.20,1,0,1,,
1175050,44,0,0,44,1,44,59138,1,1,1,2.00,0.20,8.00,2,200.00,1.42,220.22,199.92,,198.76,-0.92,-1.02,51.21,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.00,46.70,46.70,21.00,-1,318.00,1.40,1,0,0,0,0,9.20,1,0,1,,
1176050,44,0,0,44,1,44,59138,1,1,1,2.00,0.20,8.00,2,200.00,-0.38,220.09,199.93,,200.16,-0.39,-0.36,51.33,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.00,46.70,46.70,19.00,-1,318.00,1.40,1,0,0,0,0,12.22,1,0,1,,
1177050,44,0,0,44,1,44,59138,1,1,1,2.00,0.20,8.00,2,200.00,-0.97,218.89,200.16,,200.67,-1.36,-0.07,48.80,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.00,46.70,46.70,19.00,-1,318.00,1.50,1,0,0,0,0,12.22,1,0,1,,
1178070,44,0,0,44,1,44,59138,1,1,1,2.00,0.20,8.00,2,200.00,1.05,220.56,199.97,,198.92,-0.34,0.00,23.92,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.00,46.70,46.70,19.00,-1,318.00,1.50,1,0,0,0,0,7.71,1,0,1,,
1179051,44,0,0,44,1,44,59138,1,1,1,2.00,0.20,8.00,2,200.00,-1.05,220.39,199.91,,201.12,-0.46,-1.04,48.87,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.00,46.70,46.70,21.00,-1,319.00,1.50,1,0,0,0,0,7.71,1,0,1,,
1180055,44,0,0,44,1,44,59138,1,1,1,2.00,0.20,8.00,2,200.00,-0.73,219.71,200.09,,200.86,0.18,-0.30,148.28,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.00,46.70,46.70,19.00,-1,319.00,1.50,1,0,0,0,0,12.25,1,0,1,,
1181050,44,0,0,44,1,44,59138,1,1,1,2.00,0.20,8.00,2,200.00,0.02,219.07,200.20,,200.07,-0.11,-0.63,48.18,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.10,46.70,46.70,19.00,-1,319.00,1.50,1,0,0,0,0,12.25,1,0,1,,
1182050,44,0,0,44,1,44,59138,1,1,1,2.00,0.20,8.00,2,200.00,-0.43,218.85,200.22,,200.39,-0.42,-0.80,93.08,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.10,46.70,46.70,19.00,-1,318.00,1.50,1,0,0,0,0,12.25,1,0,1,,
1183050,44,0,0,44,1,44,59138,1,1,1,2.00,0.20,8.00,2,200.00,1.13,219.67,200.08,,198.92,-0.04,0.24,48.88,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.10,46.80,46.80,19.00,-1,318.00,1.50,1,0,0,0,0,12.25,1,0,1,,
1184050,44,0,0,44,1,44,59138,1,1,1,2.00,0.20,8.00,2,200.00,0.08,219.92,199.98,,199.71,-0.79,-0.23,49.20,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.00,46.80,46.80,21.00,-1,319.00,1.50,1,0,0,0,0,10.70,1,0,1,,
1185050,44,0,0,44,1,44,59138,1,1,1,2.00,0.20,8.00,2,200.00,0.24,219.95,199.99,,199.44,-1.01,0.42,50.77,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.00,46.80,46.80,21.00,-1,320.00,1.50,1,0,0,0,0,16.73,1,0,1,,
1186050,44,0,0,44,1,44,59138,1,1,1,2.00,0.20,8.00,2,200.00,0.55,220.87,199.90,,199.09,-0.49,-0.41,48.79,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.00,46.80,46.80,21.00,-1,320.00,1.70,1,0,0,0,0,16.73,1,0,1,,
1187050,44,0,0,44,1,44,59138,1,1,1,2.00,0.20,8.00,2,200.00,-0.65,221.03,199.82,,200.74,0.04,-0.87,50.54,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.00,46.80,46.80,19.00,-1,321.00,1.70,1,0,0,0,0,16.73,1,0,1,,
1188050,44,0,0,44,1,44,59138,1,1,1,2.00,0.20,8.00,2,200.00,0.20,220.93,199.91,,199.83,-0.76,0.32,48.55,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.00,46.80,46.80,19.00,-1,322.00,0.90,1,0,0,0,0,12.22,1,0,1,,
1189068,44,0,0,44,1,44,59138,1,1,1,2.00,0.20,8.00,2,200.00,2.14,222.20,199.83,,197.78,-0.66,-1.11,24.13,-69.00,-48.00,-220.00,122.00,144.00,50.00,6.00,46.80,46.80,19.00,-1,322.00,0.90,1,0,0,0,0,12.22,1,0,1,,
1190050,44,0,0,44,1,43,59138,1,1,1,2.00,0.20,8.00,2,200.00,-0.47,222.30,199.74,,200.40,-0.29,0.55,48.82,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.80,46.80,19.00,-1,323.00,0.90,1,0,0,0,0,12.22,1,0,1,,
1191055,44,0,0,44,1,44,59138,1,1,1,2.00,0.20,8.00,2,200.00,-0.01,222.24,199.80,,199.91,-1.15,-1.26,147.75,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.80,46.80,19.00,-1,322.00,1.70,1,0,0,0,0,12.22,1,0,1,,
1192050,44,0,0,44,1,44,59138,1,1,1,2.00,0.20,8.00,2,200.00,-0.28,222.19,199.80,,200.43,0.18,-1.51,50.76,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.80,46.80,19.00,-1,321.00,1.70,1,0,0,0,0,12.22,1,0,1,,
1193050,44,0,0,44,1,44,59138,1,1,1,2.00,0.20,8.00,2,200.00,0.34,222.69,199.75,,200.07,1.14,-1.56,109.22,-69.00,-48.00,-220.00,122.00,144.00,50.00,5.90,46.80,46.80,19.00,-1,320.00,1.70,1,0,0,0,0,10.70,1,0,1,,
