Millis	m_currentPosition	m_pressedButtonDebug	m_bytesToSent	CurrentPosition	CurrentDirection	TargetPosition	MSStopped	startButton	stopButton	parkingButton	m_P	m_I	m_D	m_goalType	m_goal	m_lastError	m_errorSum	m_lastFilteredYaw		yaw	filteredYaw	pitch	roll	freq	magMin[0]	magMin[1]	magMin[2]	magMax[0]	magMax[1]	magMax[2]	m_speed	m_speed.tripMileage	m_speed.totalMileage	m_speed.waterTemp	m_lampIntensity	m_wind.apparentAngle	m_wind.apparentSpeed	m_wind.displayInKnots	m_wind.displayInMpS	m_depth.anchorAlarm	m_depth.deepAlarm	m_depth.defective	m_depth.depthBelowTransductor	m_depth.metricUnits	m_depth.shallowAlarm	m_depth.unknown	Position	
27000	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	183.39		183.92	-7.84	4.88	83.17	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	28.00	0.90	1	0	0	0	0	13.75	1	0	1		
27054	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	183.39		183.46	-7.68	4.93	145.35	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	29.00	0.90	1	0	0	0	0	13.75	1	0	1		
27100	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	183.39		183.20	-7.64	4.98	147.15	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	29.00	0.90	1	0	0	0	0	13.75	1	0	1		
27150	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	183.39		182.86	-7.64	5.03	66.61	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	29.00	0.90	1	0	0	0	0	13.75	1	0	1		
27200	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	183.39		182.63	-7.63	5.07	81.41	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	29.00	0.90	1	0	0	0	0	13.75	1	0	1		
27253	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	183.39		182.51	-7.58	4.88	34.35	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	29.00	0.90	1	0	0	0	0	13.75	1	0	1		
27300	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	183.39		182.61	-7.55	4.68	146.71	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	29.00	0.90	1	0	0	0	0	13.75	1	0	1		
27350	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	183.39		182.74	-7.49	4.45	67.46	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	29.00	0.90	1	0	0	0	0	13.75	1	0	1		
27400	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	183.39		182.81	-7.51	4.38	78.79	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	29.00	0.90	1	0	0	0	0	13.75	1	0	1		
27450	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	183.39		182.90	-7.52	4.31	66.93	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	29.00	0.90	1	0	0	0	0	13.75	1	0	1		
27503	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	183.30		184.65	-7.30	3.23	146.20	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	29.00	0.90	1	0	0	0	0	13.75	1	0	1		
27550	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	183.30		185.82	-7.19	2.72	84.32	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	29.00	0.90	1	0	0	0	0	13.75	1	0	1		
27600	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	183.30		186.80	-7.11	2.37	82.70	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	29.00	0.90	1	0	0	0	0	13.75	1	0	1		
27650	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	183.30		188.15	-7.08	1.93	65.17	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	29.00	0.90	1	0	0	0	0	13.75	1	0	1		
27709	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	183.30		188.77	-7.19	2.05	28.83	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	29.00	0.90	1	0	0	0	0	13.75	1	0	1		
27750	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	183.30		188.86	-7.20	2.24	148.19	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	29.00	0.90	1	0	0	0	0	13.75	1	0	1		
27800	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	183.30		188.96	-7.28	2.44	84.57	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	29.00	0.90	1	0	0	0	0	13.75	1	0	1		
27850	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	183.30		189.11	-7.34	2.63	58.87	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	29.00	0.90	1	0	0	0	0	13.75	1	0	1		
27900	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	183.30		189.21	-7.41	2.88	85.76	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	29.00	0.90	1	0	0	0	0	13.75	1	0	1		
27954	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	183.30		189.41	-7.35	2.97	34.44	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	29.00	0.90	1	0	0	0	0	12.22	1	0	1		
28000	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	184.68		189.51	-7.35	3.11	147.32	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	29.00	0.90	1	0	0	0	0	12.22	1	0	1		
28050	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	184.68		189.65	-7.33	3.26	66.67	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	28.00	0.90	1	0	0	0	0	12.22	1	0	1		
28100	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	184.68		189.76	-7.33	3.35	83.61	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	28.00	0.90	1	0	0	0	0	12.22	1	0	1		
28169	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	184.68		189.61	-7.49	3.75	26.94	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	28.00	0.90	1	0	0	0	0	12.22	1	0	1		
28200	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	184.68		189.39	-7.49	3.99	141.24	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	28.00	0.90	1	0	0	0	0	12.22	1	0	1		
28250	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	184.68		189.10	-7.53	4.26	66.51	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	28.00	0.90	1	0	0	0	0	12.22	1	0	1		
28300	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	184.68		188.86	-7.54	4.55	75.92	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	28.00	0.90	1	0	0	0	0	12.22	1	0	1		
28350	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	184.68		188.54	-7.53	4.88	57.39	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	28.00	0.90	1	0	0	0	0	12.22	1	0	1		
28408	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	184.68		189.64	-7.04	4.06	29.72	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	28.00	0.90	1	0	0	0	0	12.22	1	0	1		
28450	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	184.68		190.96	-6.67	3.27	146.97	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	28.00	0.90	1	0	0	0	0	12.22	1	0	1		
28500	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	186.00		192.21	-6.33	2.67	84.52	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	28.00	0.90	1	0	0	0	0	12.22	1	0	1		
28550	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	186.00		193.94	-6.03	1.93	65.98	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	28.00	0.80	1	0	0	0	0	12.22	1	0	1		
28600	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	186.00		194.99	-5.77	1.48	76.99	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	28.00	1.70	1	0	0	0	0	12.22	1	0	1		
28653	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	186.00		195.95	-5.84	1.70	145.60	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	28.00	1.70	1	0	0	0	0	12.22	1	0	1		
28700	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	186.00		196.48	-5.86	1.80	147.84	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	28.00	1.70	1	0	0	0	0	12.22	1	0	1		
28750	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	186.00		197.18	-5.99	1.96	66.63	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	28.00	1.70	1	0	0	0	0	12.22	1	0	1		
28800	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	186.00		197.66	-6.11	2.02	83.78	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	28.00	1.70	1	0	0	0	0	12.22	1	0	1		
28853	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	186.00		197.89	-6.27	2.42	34.37	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	28.00	1.70	1	0	0	0	0	12.22	1	0	1		
28900	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	186.00		197.64	-6.47	2.84	147.75	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	28.00	1.70	1	0	0	0	0	12.22	1	0	1		
28950	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	186.00		197.33	-6.79	3.38	66.49	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	28.00	1.70	1	0	0	0	0	12.22	1	0	1		
29000	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	186.00		197.12	-7.01	3.66	82.02	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	27.00	1.70	1	0	0	0	0	12.22	1	0	1		
29069	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	189.05		196.51	-7.36	4.23	26.94	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	27.00	1.70	1	0	0	0	0	12.22	1	0	1		
29101	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	189.05		196.19	-7.47	4.46	141.32	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	27.00	1.70	1	0	0	0	0	12.22	1	0	1		
29150	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	189.05		195.73	-7.63	4.76	65.31	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	27.00	1.70	1	0	0	0	0	12.22	1	0	1		
29200	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	189.05		195.37	-7.73	4.97	77.45	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	27.00	1.70	1	0	0	0	0	12.22	1	0	1		
29250	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	189.05		194.85	-7.86	5.30	67.39	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	27.00	1.70	1	0	0	0	0	12.22	1	0	1		
29303	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	189.05		195.33	-7.90	4.94	143.84	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	27.00	1.70	1	0	0	0	0	12.22	1	0	1		
29350	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	189.05		195.66	-7.77	4.71	84.29	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	27.00	1.70	1	0	0	0	0	12.22	1	0	1		
29400	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	189.05		195.94	-7.71	4.49	84.40	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	27.00	1.70	1	0	0	0	0	12.22	1	0	1		
29450	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	189.05		196.31	-7.58	4.23	64.95	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	27.00	1.70	1	0	0	0	0	12.22	1	0	1		
29509	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	190.82		196.05	-7.56	4.52	28.60	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	27.00	1.70	1	0	0	0	0	12.22	1	0	1		
29550	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	190.82		195.64	-7.62	4.84	146.97	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	27.00	1.70	1	0	0	0	0	12.22	1	0	1		
29600	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	190.82		195.24	-7.59	5.06	84.46	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	27.00	1.70	1	0	0	0	0	12.22	1	0	1		
29650	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	190.82		194.65	-7.69	5.44	65.00	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	27.00	1.70	1	0	0	0	0	12.22	1	0	1		
29700	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	190.82		194.29	-7.69	5.69	83.78	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	27.00	1.70	1	0	0	0	0	12.22	1	0	1		
29753	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	190.82		193.82	-7.69	6.16	146.20	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	27.00	1.70	1	0	0	0	0	12.22	1	0	1		
29800	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	190.82		193.58	-7.66	6.23	147.32	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	27.00	1.70	1	0	0	0	0	12.22	1	0	1		
29850	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	190.82		193.23	-7.77	6.49	67.79	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	27.00	1.70	1	0	0	0	0	12.22	1	0	1		
29900	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	190.82		193.00	-7.82	6.62	82.05	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	27.00	1.70	1	0	0	0	0	12.22	1	0	1		
29969	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	190.82		192.54	-7.91	6.70	25.47	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	25.00	1.70	1	0	0	0	0	12.22	1	0	1		
30001	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	191.60		192.35	-7.93	6.72	141.56	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	25.00	1.70	1	0	0	0	0	12.22	1	0	1		
30050	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	191.60		192.12	-8.01	6.64	71.63	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	25.00	1.70	1	0	0	0	0	12.22	1	0	1		
30100	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	191.60		191.91	-8.07	6.63	84.63	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	25.00	1.70	1	0	0	0	0	12.22	1	0	1		
30150	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	191.60		191.62	-8.15	6.56	67.28	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	25.00	1.70	1	0	0	0	0	12.22	1	0	1		
30203	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	191.60		190.76	-8.26	6.81	147.32	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	25.00	1.70	1	0	0	0	0	12.22	1	0	1		
30251	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	191.60		190.15	-8.33	6.90	82.64	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	25.00	1.70	1	0	0	0	0	12.22	1	0	1		
30300	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	191.60		189.61	-8.29	7.02	84.52	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	25.00	1.70	1	0	0	0	0	12.22	1	0	1		
30350	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	191.60		188.85	-8.21	7.07	66.21	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	25.00	1.70	1	0	0	0	0	12.22	1	0	1		
30408	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	191.60		188.60	-8.17	6.87	29.24	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	25.00	1.70	1	0	0	0	0	12.22	1	0	1		
30450	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	191.60		188.70	-8.13	6.60	215.15	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	25.00	1.70	1	0	0	0	0	12.22	1	0	1		
30500	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	191.20		188.79	-8.07	6.29	84.57	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	25.00	1.70	1	0	0	0	0	12.22	1	0	1		
30550	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	191.20		188.89	-7.91	5.93	66.38	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	25.00	1.70	1	0	0	0	0	12.22	1	0	1		
30600	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	191.20		188.94	-7.88	5.73	77.09	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	25.00	1.70	1	0	0	0	0	12.22	1	0	1		
30653	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	191.20		189.18	-7.77	5.39	34.43	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	25.00	1.70	1	0	0	0	0	12.22	1	0	1		
30700	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	191.20		189.44	-7.67	5.05	213.49	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	25.00	1.70	1	0	0	0	0	12.22	1	0	1		
30750	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	191.20		189.78	-7.52	4.63	59.05	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	25.00	1.70	1	0	0	0	0	12.22	1	0	1		
30800	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	191.20		189.99	-7.45	4.47	81.27	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	25.00	1.70	1	0	0	0	0	12.22	1	0	1		
30850	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	191.20		190.29	-7.34	4.01	66.09	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	25.00	1.70	1	0	0	0	0	12.22	1	0	1		
30909	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	191.20		190.73	-7.18	3.65	28.35	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	25.00	1.70	1	0	0	0	0	12.22	1	0	1		
30950	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	191.20		191.04	-7.17	3.44	147.06	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	26.00	1.70	1	0	0	0	0	12.22	1	0	1		
31000	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	190.85		191.35	-7.16	3.18	84.46	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	26.00	1.70	1	0	0	0	0	12.22	1	0	1		
31050	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	190.85		191.80	-7.10	2.76	66.30	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	26.00	1.70	1	0	0	0	0	12.22	1	0	1		
31100	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	190.85		192.06	-7.09	2.58	85.53	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	26.00	1.70	1	0	0	0	0	12.22	1	0	1		
31154	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	190.85		192.29	-7.08	2.35	142.53	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	26.00	1.70	1	0	0	0	0	12.22	1	0	1		
31200	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	190.85		192.40	-7.18	2.28	147.58	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	26.00	1.70	1	0	0	0	0	12.22	1	0	1		
31250	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	190.85		192.53	-7.25	2.26	58.25	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	26.00	1.70	1	0	0	0	0	12.22	1	0	1		
31300	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	190.85		192.63	-7.26	2.31	81.25	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	26.00	1.70	1	0	0	0	0	12.22	1	0	1		
31369	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	190.85		193.33	-7.05	2.01	26.94	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	26.00	1.60	1	0	0	0	0	12.22	1	0	1		
31400	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	190.85		193.79	-6.97	1.85	141.48	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	26.00	1.60	1	0	0	0	0	12.22	1	0	1		
31450	-1	0	0	-1	1	-1	53	1	1	1	36.00	3.79	82.02	0	0.00	0.00	0.00	190.85		194.42	-6.75	1.70	66.65	-62.00	-21.00	-200.00	39.00	24.00	-156.00	4.60	-1.00	-1.00	16.00	-1	26.00	1.60	1	0	0	0	0	12.22	1	0	1		
