Millis,m_currentPosition,m_pressedButtonDebug,m_bytesToSent,CurrentPosition,CurrentDirection,TargetPosition,MSStopped,stauosressoysCosiogsitped,startButton,stopButton,parkingButton,m_P,m_I,m_D,m_goalType,m_goal,m_lastError,m_errorSum,m_lastFilteredYaw,,yaw,pitch,roll,freq,magMin[0],magMin[1],magMin[2],magMax[0],magMax[1],magMax[2],m_speed,,m_P,m_I,m_D,m_goalType,m_go,_arai,y,itcroM,maMM[0],M[1]M[2]ped,m_speed.tripMileage,m_speed.totalMileage,m_speed.waterTemp,m_lampIntensity,m_wind.apparentAngle,m_wind.apparentSpeed,m_wind.displayInKnots,m_wind.displayInMpS,m_depth.anchorAlarm,m_depth.deepAlarm,m_depth.defective,m_depth.depthBelowTransductor,m_depth.metricUnits,m_depth.shallowAlarm,m_depth.unknown,Position,
46050,102,0,0,102,1,102,45054,1,1,1,2.00,0.20,1.00,2,200.00,3.22,494.83,186.22,,196.89,2.63,-1.89,51.40,-69.00,-48.00,-220.00,122.00,144.00,50.00,3.60,25.90,25.90,21.00,-1,320.00,1.30,1,0,0,0,0,35.45,1,0,1,,
47050,96,0,0,96,1,96,46750,1,1,1,2.00,0.20,1.00,2,200.00,0.29,495.34,188.36,,200.04,1.87,-1.60,93.18,-69.00,-48.00,-220.00,122.00,144.00,50.00,3.60,25.90,25.90,20.00,-1,317.00,1.30,1,0,0,0,0,16.61,1,0,1,,
48050,87,0,0,87,1,87,47950,1,1,1,2.00,0.20,1.00,2,200.00,-4.11,491.86,190.79,,204.08,2.59,-1.90,48.81,-69.00,-48.00,-220.00,122.00,144.00,50.00,3.60,25.90,25.90,21.00,-1,316.00,1.30,1,0,0,0,0,16.61,1,0,1,,
49056,87,0,0,87,0,82,0,1,1,1,2.00,0.20,1.00,2,200.00,-4.67,487.33,193.14,,204.80,2.25,-2.42,148.37,-69.00,-48.00,-220.00,122.00,144.00,50.00,3.70,25.90,25.90,21.00,-1,314.00,1.10,1,0,0,0,0,16.61,1,0,1,,
50050,82,0,0,82,0,73,0,1,1,1,2.00,0.20,1.00,2,200.00,-8.03,480.03,195.50,,207.82,1.76,-1.06,48.82,-69.00,-48.00,-220.00,122.00,144.00,50.00,3.70,25.90,25.90,21.00,-1,312.00,1.10,1,0,0,0,0,12.10,1,0,1,,
51050,73,0,0,73,1,73,50450,1,1,1,2.00,0.20,1.00,2,200.00,-8.75,471.92,197.63,,209.06,3.10,-2.38,93.18,-69.00,-48.00,-220.00,122.00,144.00,50.00,3.80,25.90,25.90,21.00,-1,310.00,1.10,1,0,0,0,0,12.10,1,0,1,,
52050,73,0,0,73,0,68,0,1,1,1,2.00,0.20,1.00,2,200.00,-9.93,462.07,199.70,,210.20,2.70,-2.24,48.82,-69.00,-48.00,-220.00,122.00,144.00,50.00,3.80,25.90,25.90,21.00,-1,308.00,0.80,1,0,0,0,0,9.24,1,0,1,,
53050,59,0,0,59,1,59,52950,1,1,1,2.00,0.20,1.00,2,200.00,-13.45,448.85,201.86,,213.60,2.31,-2.33,95.57,-69.00,-48.00,-220.00,122.00,144.00,50.00,3.90,25.90,25.90,20.00,-1,307.00,0.80,1,0,0,0,0,9.24,1,0,1,,
54050,59,0,0,59,1,52,52950,1,1,1,2.00,0.20,1.00,2,200.00,-14.98,434.30,203.99,,214.99,1.96,-1.47,48.23,-69.00,-48.00,-220.00,122.00,144.00,50.00,3.90,25.90,25.90,21.00,-1,305.00,0.80,1,0,0,0,0,9.24,1,0,1,,
55050,53,0,0,53,0,46,0,1,1,1,2.00,0.20,1.00,2,200.00,-16.27,418.19,206.08,,216.19,2.47,-2.65,51.94,-69.00,-48.00,-220.00,122.00,144.00,50.00,3.90,25.90,25.90,20.00,-1,304.00,0.60,1,0,0,0,0,9.24,1,0,1,,
